Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
Andrew Robertson,sct SCO,DF,Liverpool,27,1994,29,29,2537,28.2,3,10,3,0,0,5,1,0.11,0.35,0.46,0.11,0.46,1.9,1.9,5.2,7.1,0.07,0.19,0.25,0.07,0.25
Joe Rodon,wls WAL,DF,Tottenham,23,1997,3,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodri,es ESP,MF,Manchester City,25,1996,33,33,2884,32,7,2,7,0,0,5,0,0.22,0.06,0.28,0.22,0.28,2.6,2.6,1.4,4,0.08,0.04,0.12,0.08,0.12
Rodrigo,es ESP,MFFW,Leeds United,30,1991,31,27,2265,25.2,6,1,5,1,1,9,0,0.24,0.04,0.28,0.2,0.24,4.9,4.1,4.6,8.8,0.19,0.18,0.38,0.16,0.35
Jay Rodriguez,eng ENG,FW,Burnley,32,1989,29,13,1382,15.4,2,2,2,0,0,3,0,0.13,0.13,0.26,0.13,0.26,4.7,4.7,1.9,6.6,0.3,0.12,0.43,0.3,0.43
Mads Roerslev,dk DEN,DF,Brentford,22,1999,21,12,1240,13.8,1,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.3,0.3,0.8,1.1,0.02,0.06,0.08,0.02,0.08
Cristian Romero,ar ARG,DF,Tottenham,23,1998,22,21,1844,20.5,1,0,1,0,0,8,0,0.05,0,0.05,0.05,0.05,0.7,0.7,0.5,1.1,0.03,0.02,0.05,0.03,0.05
Oriol Romeu,es ESP,MF,Southampton,29,1991,36,34,2889,32.1,2,2,2,0,0,9,0,0.06,0.06,0.12,0.06,0.12,1.3,1.3,2.8,4.1,0.04,0.09,0.13,0.04,0.13
Cristiano Ronaldo,pt POR,FW,Manchester Utd,36,1985,30,27,2456,27.3,18,3,15,3,3,8,0,0.66,0.11,0.77,0.55,0.66,16.5,14.2,3.1,17.3,0.61,0.11,0.72,0.52,0.64
Salomón Rondón,ve VEN,FW,Everton,31,1989,20,8,790,8.8,1,1,1,0,0,3,1,0.11,0.11,0.23,0.11,0.23,2.2,2.2,0.7,2.9,0.25,0.09,0.33,0.25,0.33
Danny Rose,eng ENG,DF,Watford,31,1990,8,7,689,7.7,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0.8,0.9,0.02,0.1,0.12,0.02,0.12
Jon Rowe,eng ENG,FWMF,Norwich City,18,2003,13,0,223,2.5,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.4,0.4,0.3,0.7,0.16,0.14,0.3,0.16,0.3
John Ruddy,eng ENG,GK,Wolves,34,1986,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Rüdiger,de GER,DF,Chelsea,28,1993,34,34,3035,33.7,3,0,3,0,0,9,0,0.09,0,0.09,0.09,0.09,2.8,2.8,1.1,3.9,0.08,0.03,0.12,0.08,0.12
Lukas Rupp,de GER,MF,Norwich City,30,1991,19,7,769,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,1.2,1.9,0.08,0.14,0.22,0.08,0.22
José Sá,pt POR,GK,Wolves,28,1993,37,37,3285,36.5,0,1,0,0,0,3,0,0,0.03,0.03,0,0.03,0,0,1,1,0,0.03,0.03,0,0.03
Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,24,1997,35,31,2804,31.2,5,5,5,0,0,6,0,0.16,0.16,0.32,0.16,0.32,5.1,5.1,5.8,10.9,0.16,0.19,0.35,0.16,0.35
Romain Saïss,ma MAR,DF,Wolves,31,1990,31,31,2705,30.1,2,0,2,0,0,6,0,0.07,0,0.07,0.07,0.07,2.7,2.7,0.4,3.1,0.09,0.01,0.1,0.09,0.1
Bukayo Saka,eng ENG,FWMF,Arsenal,19,2001,38,36,2978,33.1,11,7,9,2,2,6,0,0.33,0.21,0.54,0.27,0.48,9.7,8.2,6.9,15.1,0.29,0.21,0.5,0.25,0.46
Mohamed Salah,eg EGY,FW,Liverpool,29,1992,35,30,2762,30.7,23,13,18,5,6,1,0,0.75,0.42,1.17,0.59,1.01,21.8,17.1,10.1,27.2,0.71,0.33,1.04,0.56,0.89
Mohammed Salisu,gh GHA,DF,Southampton,22,1999,34,33,2972,33,0,0,0,0,0,10,1,0,0,0,0,0,1.8,1.8,0.5,2.3,0.06,0.02,0.07,0.06,0.07
Albert Sambi Lokonga,be BEL,MF,Arsenal,21,1999,19,12,1134,12.6,0,0,0,0,0,5,0,0,0,0,0,0,0.6,0.6,0.8,1.4,0.05,0.06,0.11,0.05,0.11
Davinson Sánchez,co COL,DF,Tottenham,25,1996,23,17,1631,18.1,2,0,2,0,0,4,0,0.11,0,0.11,0.11,0.11,2.1,2.1,0.4,2.5,0.11,0.02,0.14,0.11,0.14
Robert Sánchez,es ESP,GK,Brighton,23,1997,37,37,3329,37,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0.4,0.4,0,0.01,0.01,0,0.01
Jadon Sancho,eng ENG,FWMF,Manchester Utd,21,2000,29,20,1900,21.1,3,3,3,0,0,0,0,0.14,0.14,0.28,0.14,0.28,3.3,3.3,4.2,7.5,0.16,0.2,0.36,0.16,0.36
Morgan Sanson,fr FRA,MF,Aston Villa,26,1994,10,3,356,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01
Samir Santos,br BRA,DF,Watford,26,1994,19,19,1673,18.6,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.1,0.5,0.02,0.01,0.02,0.02,0.02
Josh Sargent,us USA,FWMF,Norwich City,21,2000,26,18,1572,17.5,2,1,2,0,0,1,0,0.11,0.06,0.17,0.11,0.17,2.8,2.8,0.7,3.5,0.16,0.04,0.2,0.16,0.2
Jeremy Sarmiento,ec ECU,FWMF,Brighton,19,2002,5,1,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismaila Sarr,sn SEN,FWMF,Watford,23,1998,22,21,1861,20.7,5,2,5,0,1,2,0,0.24,0.1,0.34,0.24,0.34,4.3,3.5,2.6,6.1,0.21,0.12,0.33,0.17,0.29
Malang Sarr,fr FRA,DF,Chelsea,22,1999,8,6,546,6.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.4,0.4,0.01,0.06,0.07,0.01,0.07
Dane Scarlett,eng ENG,MF,Tottenham,17,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Schär,ch SUI,DF,Newcastle Utd,29,1991,25,25,2158,24,2,2,2,0,0,4,0,0.08,0.08,0.17,0.08,0.17,1.3,1.3,0.6,2,0.06,0.03,0.08,0.06,0.08
Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,28,1992,32,20,1851,20.6,4,1,4,0,0,1,0,0.19,0.05,0.24,0.19,0.24,3.2,3.2,1.7,4.8,0.15,0.08,0.23,0.15,0.23
Kasper Schmeichel,dk DEN,GK,Leicester City,34,1986,37,37,3330,37,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken Sema,se SWE,MFFW,Watford,27,1993,18,7,852,9.5,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,1,1.2,0.02,0.1,0.12,0.02,0.12
Nélson Semedo,pt POR,DF,Wolves,27,1993,25,25,2131,23.7,0,1,0,0,0,1,0,0,0.04,0.04,0,0.04,1.4,1.4,1.2,2.6,0.06,0.05,0.11,0.06,0.11
Ryan Sessegnon,eng ENG,DF,Tottenham,21,2000,15,13,1047,11.6,0,2,0,0,0,2,0,0,0.17,0.17,0,0.17,0.4,0.4,2.9,3.3,0.03,0.25,0.28,0.03,0.28
Jamie Shackleton,eng ENG,DFMF,Leeds United,21,1999,14,7,709,7.9,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0,0.2,0.02,0.01,0.03,0.02,0.03
Luke Shaw,eng ENG,DF,Manchester Utd,26,1995,20,19,1601,17.8,0,3,0,0,0,8,0,0,0.17,0.17,0,0.17,0.2,0.2,3.2,3.4,0.01,0.18,0.19,0.01,0.19
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,29,1992,24,22,1983,22,2,1,2,0,0,7,1,0.09,0.05,0.14,0.09,0.14,0.9,0.9,0.8,1.7,0.04,0.04,0.08,0.04,0.08
Shola Shoretire,eng ENG,FW,Manchester Utd,17,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Sierralta,cl CHI,DF,Watford,24,1997,5,5,427,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Bernardo Silva,pt POR,MFFW,Manchester City,26,1994,35,33,2857,31.7,8,4,8,0,0,6,0,0.25,0.13,0.38,0.25,0.38,6.6,6.6,5,11.7,0.21,0.16,0.37,0.21,0.37
Fábio Silva,pt POR,FW,Wolves,19,2002,22,6,572,6.4,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.3,0.2,2.4,0.36,0.02,0.38,0.36,0.38
Thiago Silva,br BRA,DF,Chelsea,36,1984,32,28,2650,29.4,3,0,3,0,0,2,0,0.1,0,0.1,0.1,0.1,0.9,0.9,0.2,1.1,0.03,0.01,0.04,0.03,0.04
Ellis Simms,eng ENG,FW,Everton,20,2001,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa Sissoko,fr FRA,MF,Watford,31,1989,36,36,3220,35.8,2,1,2,0,0,5,0,0.06,0.03,0.08,0.06,0.08,3.4,3.4,2.8,6.2,0.1,0.08,0.17,0.1,0.17
Oliver Skipp,eng ENG,MF,Tottenham,20,2000,18,14,1350,15,0,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,0.9,1.1,0.01,0.06,0.07,0.01,0.07
William Smallbone,ie IRL,MFFW,Southampton,21,2000,4,2,133,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.05,0.06,0.12,0.05,0.12
Emile Smith Rowe,eng ENG,MFFW,Arsenal,21,2000,33,21,1921,21.3,10,2,10,0,0,1,0,0.47,0.09,0.56,0.47,0.56,5.8,5.8,2.2,8,0.27,0.1,0.37,0.27,0.37
Cédric Soares,pt POR,DF,Arsenal,29,1991,21,16,1486,16.5,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,1.4,2,0.03,0.09,0.12,0.03,0.12
Jakob Sørensen,dk DEN,MFDF,Norwich City,23,1998,10,6,604,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.06,0,0.06,0.06,0.06
Tomáš Souček,cz CZE,MF,West Ham,26,1995,35,34,3062,34,5,1,5,0,0,3,0,0.15,0.03,0.18,0.15,0.18,4.8,4.4,1.5,5.9,0.14,0.05,0.19,0.13,0.17
Boubakary Soumaré,fr FRA,MF,Leicester City,22,1999,19,12,1102,12.2,0,1,0,0,0,0,0,0,0.08,0.08,0,0.08,0.4,0.4,0.4,0.8,0.03,0.03,0.06,0.03,0.06
Çağlar Söyüncü,tr TUR,DF,Leicester City,25,1996,28,28,2497,27.7,1,0,1,0,0,5,0,0.04,0,0.04,0.04,0.04,1.4,1.4,0.1,1.5,0.05,0,0.05,0.05,0.05
Tony Springett,eng ENG,FWMF,Norwich City,18,2002,3,1,141,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.4,0.6,0.17,0.22,0.4,0.17,0.4
Jason Steele,eng ENG,GK,Brighton,30,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jed Steer,eng ENG,GK,Aston Villa,28,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Steffen,us USA,GK,Manchester City,26,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Stephens,eng ENG,MF,Burnley,32,1989,3,1,124,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.02,0.03,0.06,0.02,0.06
Jack Stephens,eng ENG,DF,Southampton,27,1994,11,9,811,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.03,0.03,0,0.03
Raheem Sterling,eng ENG,FW,Manchester City,26,1994,30,23,2128,23.6,13,5,11,2,3,1,0,0.55,0.21,0.76,0.47,0.68,14.3,11.8,4.6,16.4,0.6,0.19,0.8,0.5,0.69
Finley Stevens,wls WAL,DF,Brentford,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25
John Stones,eng ENG,DF,Manchester City,27,1994,14,12,1119,12.4,1,0,1,0,0,0,0,0.08,0,0.08,0.08,0.08,1,1,0.1,1.1,0.08,0.01,0.09,0.08,0.09
Pascal Struijk,nl NED,DF,Leeds United,21,1999,29,22,2055,22.8,1,0,1,0,0,6,1,0.04,0,0.04,0.04,0.04,1.3,1.3,0.3,1.6,0.06,0.01,0.07,0.06,0.07
Crysencio Summerville,nl NED,MFFW,Leeds United,19,2001,6,0,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0.18,0.03,0.21,0.18,0.21
Japhet Tanganga,eng ENG,DF,Tottenham,22,1999,11,10,735,8.2,0,0,0,0,0,4,1,0,0,0,0,0,0.4,0.4,0.4,0.7,0.05,0.05,0.09,0.05,0.09
Matt Targett,eng ENG,DF,Aston Villa,25,1995,17,17,1431,15.9,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,0.5,0.5,2.2,2.7,0.03,0.14,0.17,0.03,0.17
Matt Targett,eng ENG,DF,Newcastle Utd,25,1995,16,16,1440,16,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,1.6,1.9,0.02,0.1,0.12,0.02,0.12
James Tarkowski,eng ENG,DF,Burnley,28,1992,35,35,3106,34.5,1,2,1,0,0,11,0,0.03,0.06,0.09,0.03,0.09,2,2,0.6,2.6,0.06,0.02,0.08,0.06,0.08
Nuno Tavares,pt POR,DF,Arsenal,21,2000,22,13,1176,13.1,1,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,1.5,1.5,1,2.5,0.11,0.08,0.19,0.11,0.19
Charlie Taylor,eng ENG,DF,Burnley,27,1993,31,30,2731,30.3,0,3,0,0,0,3,0,0,0.1,0.1,0,0.1,0.2,0.2,3.5,3.7,0.01,0.11,0.12,0.01,0.12
Nathan Tella,eng ENG,MFFW,Southampton,22,1999,14,10,804,8.9,0,1,0,0,0,2,0,0,0.11,0.11,0,0.11,0.5,0.5,0.7,1.3,0.06,0.08,0.14,0.06,0.14
Alex Telles,br BRA,DF,Manchester Utd,28,1992,21,18,1660,18.4,0,4,0,0,0,1,0,0,0.22,0.22,0,0.22,0.5,0.5,2,2.4,0.03,0.11,0.13,0.03,0.13
Luke Thomas,eng ENG,DF,Leicester City,20,2001,22,21,1912,21.2,0,1,0,0,0,2,0,0,0.05,0.05,0,0.05,0.2,0.2,1.6,1.8,0.01,0.07,0.08,0.01,0.08
Dominic Thompson,eng ENG,DF,Brentford,21,2000,2,2,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Youri Tielemans,be BEL,MF,Leicester City,24,1997,32,29,2631,29.2,6,4,4,2,2,3,0,0.21,0.14,0.34,0.14,0.27,4.6,3.1,4.9,7.9,0.16,0.17,0.32,0.11,0.27
Kieran Tierney,sct SCO,DF,Arsenal,24,1997,22,22,1915,21.3,1,3,1,0,0,0,0,0.05,0.14,0.19,0.05,0.19,0.7,0.7,1.9,2.6,0.03,0.09,0.12,0.03,0.12
Takehiro Tomiyasu,jp JPN,DF,Arsenal,22,1998,21,20,1679,18.7,0,1,0,0,0,2,0,0,0.05,0.05,0,0.05,0.8,0.8,0.6,1.4,0.04,0.03,0.08,0.04,0.08
James Tomkins,eng ENG,DF,Crystal Palace,32,1989,8,6,547,6.1,1,0,1,0,0,2,0,0.16,0,0.16,0.16,0.16,0.6,0.6,0.4,0.9,0.09,0.06,0.15,0.09,0.15
Ivan Toney,eng ENG,FW,Brentford,25,1996,33,32,2909,32.3,12,5,7,5,5,8,0,0.37,0.15,0.53,0.22,0.37,12,8.2,5.8,14,0.37,0.18,0.55,0.25,0.43
Ferrán Torres,es ESP,FW,Manchester City,21,2000,4,4,303,3.4,2,1,2,0,0,0,0,0.59,0.3,0.89,0.59,0.89,2.5,2.5,0,2.5,0.74,0.01,0.75,0.74,0.75
Cenk Tosun,tr TUR,FW,Everton,30,1991,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andros Townsend,eng ENG,MF,Everton,30,1991,21,17,1455,16.2,3,2,2,1,1,3,0,0.19,0.12,0.31,0.12,0.25,2.3,1.5,2.4,3.9,0.14,0.15,0.29,0.09,0.24
Adama Traoré,es ESP,FW,Wolves,25,1996,20,10,1067,11.9,1,0,1,0,0,0,0,0.08,0,0.08,0.08,0.08,2.4,2.4,1.7,4.1,0.2,0.15,0.35,0.2,0.35
Bertrand Traoré,bf BFA,MFFW,Aston Villa,25,1995,9,1,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.14,0,0.14,0.14,0.14
Trézéguet,eg EGY,FW,Aston Villa,26,1994,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.51,0,0.51,0.51,0.51
Francisco Trincão,pt POR,FWMF,Wolves,21,1999,28,16,1336,14.8,2,1,2,0,0,0,0,0.13,0.07,0.2,0.13,0.2,3.4,3.4,1.2,4.6,0.23,0.08,0.31,0.23,0.31
Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,6,5,429,4.8,2,0,2,0,0,0,0,0.42,0,0.42,0.42,0.42,0.1,0.1,0.4,0.6,0.03,0.09,0.12,0.03,0.12
William Troost-Ekong,ng NGA,DF,Watford,27,1993,17,15,1390,15.4,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01
Leandro Trossard,be BEL,FWMF,Brighton,26,1994,34,32,2805,31.2,8,3,7,1,1,2,0,0.26,0.1,0.35,0.22,0.32,6.7,6,4.1,10,0.22,0.13,0.35,0.19,0.32
Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,13,9,877,9.7,0,2,0,0,0,3,0,0,0.21,0.21,0,0.21,0.5,0.5,2.6,3.1,0.05,0.26,0.32,0.05,0.32
Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,9,6,508,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03
Ozan Tufan,tr TUR,MF,Watford,26,1995,7,4,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.8,0.14,0.07,0.2,0.14,0.2
Christos Tzolis,gr GRE,FWMF,Norwich City,19,2002,14,3,336,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1.4,0.13,0.26,0.39,0.13,0.39
Yan Valery,fr FRA,DF,Southampton,22,1999,5,3,370,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.02,0.03,0.01,0.03
Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34,34,3060,34,3,1,3,0,0,3,0,0.09,0.03,0.12,0.09,0.12,2.5,2.5,0.4,2.9,0.07,0.01,0.08,0.07,0.08
Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,22,20,1831,20.3,1,1,1,0,0,0,0,0.05,0.05,0.1,0.05,0.1,0.8,0.8,0.2,1,0.04,0.01,0.05,0.04,0.05
Jamie Vardy,eng ENG,FW,Leicester City,34,1987,25,20,1806,20.1,15,2,15,0,0,2,0,0.75,0.1,0.85,0.75,0.85,9.5,9.5,1.6,11.1,0.47,0.08,0.55,0.47,0.55
Joël Veltman,nl NED,DF,Brighton,29,1992,34,33,2874,31.9,1,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,0.9,0.9,1.1,2,0.03,0.03,0.06,0.03,0.06
Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,10,6,567,6.3,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0.01,0.01,0.01,0.01
Nikola Vlašić,hr CRO,FWMF,West Ham,23,1997,19,6,560,6.2,1,0,1,0,0,0,0,0.16,0,0.16,0.16,0.16,1,1,0.4,1.4,0.16,0.07,0.23,0.16,0.23
Matěj Vydra,cz CZE,FW,Burnley,29,1992,22,5,679,7.5,2,3,2,0,0,1,0,0.27,0.4,0.66,0.27,0.66,3,3,0.6,3.6,0.4,0.08,0.48,0.4,0.48
Theo Walcott,eng ENG,MFFW,Southampton,32,1989,9,5,379,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,0.17,0.01,0.18,0.17,0.18
Kyle Walker,eng ENG,DF,Manchester City,31,1990,20,20,1755,19.5,0,2,0,0,0,1,0,0,0.1,0.1,0,0.1,0.3,0.3,1.1,1.4,0.01,0.06,0.07,0.01,0.07
Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,32,29,2633,29.3,1,2,1,0,0,5,0,0.03,0.07,0.1,0.03,0.1,1,1,2.9,3.8,0.03,0.1,0.13,0.03,0.13
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23,1997,20,20,1793,19.9,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.9,1.1,0.01,0.05,0.06,0.01,0.06
Danny Ward,wls WAL,GK,Leicester City,28,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Ward,eng ENG,DF,Crystal Palace,31,1989,28,27,2487,27.6,0,0,0,0,0,8,0,0,0,0,0,0,0.4,0.4,0.6,1,0.01,0.02,0.03,0.01,0.03
James Ward-Prowse,eng ENG,MF,Southampton,26,1994,36,36,3215,35.7,10,5,6,4,4,3,1,0.28,0.14,0.42,0.17,0.31,5.4,2.3,6.2,8.5,0.15,0.17,0.32,0.07,0.24
Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,35,33,2952,32.8,11,2,10,1,1,7,0,0.34,0.06,0.4,0.3,0.37,12.2,11.4,2.9,14.3,0.37,0.09,0.46,0.35,0.44
Adam Webster,eng ENG,DF,Brighton,26,1995,22,16,1434,15.9,2,0,2,0,0,5,0,0.13,0,0.13,0.13,0.13,1.1,1.1,0.1,1.2,0.07,0,0.07,0.07,0.07
Wout Weghorst,nl NED,FW,Burnley,28,1992,20,17,1450,16.1,2,3,2,0,0,3,0,0.12,0.19,0.31,0.12,0.31,4.2,4.2,1.4,5.7,0.26,0.09,0.35,0.26,0.35
Danny Welbeck,eng ENG,FW,Brighton,30,1990,25,15,1478,16.4,6,2,6,0,0,0,0,0.37,0.12,0.49,0.37,0.49,6.1,6.1,1,7.1,0.37,0.06,0.43,0.37,0.43
Timo Werner,de GER,FWMF,Chelsea,25,1996,21,15,1283,14.3,4,1,4,0,0,1,0,0.28,0.07,0.35,0.28,0.35,7.6,7.6,0.4,8,0.53,0.03,0.56,0.53,0.56
Ashley Westwood,eng ENG,MF,Burnley,31,1990,27,26,2287,25.4,0,3,0,0,0,7,0,0,0.12,0.12,0,0.12,0.8,0.8,3.6,4.3,0.03,0.14,0.17,0.03,0.17
Ben White,eng ENG,DF,Arsenal,23,1997,32,32,2880,32,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0.6,1.6,0.03,0.02,0.05,0.03,0.05
Brandon Williams,eng ENG,DF,Norwich City,20,2000,26,23,2120,23.6,0,1,0,0,0,8,0,0,0.04,0.04,0,0.04,0.2,0.2,1.3,1.5,0.01,0.05,0.06,0.01,0.06
Neco Williams,wls WAL,DF,Liverpool,20,2001,1,0,8,0.1,0,1,0,0,0,0,0,0,11.25,11.25,0,11.25,0,0,0.6,0.6,0,6.5,6.5,0,6.5
Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,29,24,2038,22.6,2,0,2,0,0,0,0,0.09,0,0.09,0.09,0.09,3.6,3.6,1.2,4.8,0.16,0.05,0.21,0.16,0.21
Callum Wilson,eng ENG,FW,Newcastle Utd,29,1992,18,16,1386,15.4,8,0,6,2,2,4,0,0.52,0,0.52,0.39,0.39,6.5,5,0.6,5.5,0.42,0.04,0.46,0.32,0.36
Harry Winks,eng ENG,MF,Tottenham,25,1996,19,9,912,10.1,0,1,0,0,0,2,0,0,0.1,0.1,0,0.1,0.1,0.1,1.5,1.6,0.01,0.15,0.16,0.01,0.16
Yoane Wissa,cd COD,FWMF,Brentford,24,1996,30,12,1284,14.3,7,1,7,0,0,0,0,0.49,0.07,0.56,0.49,0.56,3.7,3.7,0.7,4.4,0.26,0.05,0.31,0.26,0.31
Chris Wood,nz NZL,FW,Newcastle Utd,29,1991,17,15,1327,14.7,2,0,1,1,1,0,0,0.14,0,0.14,0.07,0.07,2.9,2.1,1,3.1,0.19,0.07,0.26,0.14,0.21
Chris Wood,nz NZL,FW,Burnley,29,1991,17,17,1367,15.2,3,0,3,0,0,1,0,0.2,0,0.2,0.2,0.2,4.5,4.5,0.2,4.7,0.3,0.02,0.31,0.3,0.31
Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit Xhaka,ch SUI,MFDF,Arsenal,28,1992,27,27,2327,25.9,1,2,1,0,0,10,1,0.04,0.08,0.12,0.04,0.12,1.2,1.2,2.3,3.5,0.05,0.09,0.14,0.05,0.14
Andriy Yarmolenko,ua UKR,FW,West Ham,31,1989,19,1,316,3.5,1,0,1,0,0,1,0,0.28,0,0.28,0.28,0.28,0.8,0.8,0.2,1,0.24,0.05,0.29,0.24,0.29
Ashley Young,eng ENG,DFFW,Aston Villa,36,1985,24,10,1250,13.9,0,2,0,0,0,2,0,0,0.14,0.14,0,0.14,0.4,0.4,0.7,1.1,0.03,0.05,0.08,0.03,0.08
Nathan Young-Coombes,eng ENG,FW,Brentford,18,2003,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfried Zaha,ci CIV,FW,Crystal Palace,28,1992,33,31,2760,30.7,14,1,9,5,7,6,1,0.46,0.03,0.49,0.29,0.33,9.4,4,4.8,8.8,0.31,0.16,0.46,0.13,0.29
Christoph Zimmermann,de GER,DF,Norwich City,28,1993,3,2,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.04,0,0.04,0.04,0.04
Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,15,10,1047,11.6,0,4,0,0,0,0,0,0,0.34,0.34,0,0.34,0.4,0.4,2,2.5,0.04,0.18,0.21,0.04,0.21
Hakim Ziyech,ma MAR,FWMF,Chelsea,28,1993,23,14,1319,14.7,4,3,4,0,0,3,0,0.27,0.2,0.48,0.27,0.48,3.4,3.4,3.5,6.9,0.23,0.24,0.47,0.23,0.47
Kurt Zouma,fr FRA,DF,West Ham,26,1994,24,24,2078,23.1,1,0,1,0,0,1,0,0.04,0,0.04,0.04,0.04,0.9,0.9,0,0.9,0.04,0,0.04,0.04,0.04
