Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Ozan Tufan,tr TUR,MF,Watford,26,1995,3.7,0,3,0,0,0.81,0,0,,17.9,0,0,0,0.5,0.5,0.17,-0.5,-0.5
Christos Tzolis,gr GRE,FWMF,Norwich City,19,2002,3.7,0,6,2,33.3,1.61,0.54,0,0,18.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Yan Valery,fr FRA,DF,Southampton,22,1999,4.1,0,2,0,0,0.49,0,0,,28.3,0,0,0,0,0,0.02,0,0
Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34,3,35,13,37.1,1.03,0.38,0.09,0.23,11.8,1,0,0,2.5,2.5,0.07,0.5,0.5
Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,20.3,1,9,1,11.1,0.44,0.05,0.11,1,8.3,0,0,0,0.8,0.8,0.09,0.2,0.2
Jamie Vardy,eng ENG,FW,Leicester City,34,1987,20.1,15,53,25,47.2,2.64,1.25,0.28,0.6,12.1,0,0,0,9.5,9.5,0.18,5.5,5.5
Joël Veltman,nl NED,DF,Brighton,29,1992,31.9,1,12,2,16.7,0.38,0.06,0.08,0.5,16.6,0,0,0,0.9,0.9,0.07,0.1,0.1
Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,6.3,0,1,0,0,0.16,0,0,,4.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Nikola Vlašić,hr CRO,FWMF,West Ham,23,1997,6.2,1,7,3,42.9,1.13,0.48,0.14,0.33,17.6,0,0,0,1,1,0.14,0,0
Matěj Vydra,cz CZE,FW,Burnley,29,1992,7.5,2,19,7,36.8,2.52,0.93,0.11,0.29,14.3,0,0,0,3,3,0.16,-1,-1
Theo Walcott,eng ENG,MFFW,Southampton,32,1989,4.2,0,6,0,0,1.42,0,0,,15.9,0,0,0,0.7,0.7,0.12,-0.7,-0.7
Kyle Walker,eng ENG,DF,Manchester City,31,1990,19.5,0,8,2,25,0.41,0.1,0,0,23.5,1,0,0,0.3,0.3,0.03,-0.3,-0.3
Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,29.3,1,27,7,25.9,0.92,0.24,0.04,0.14,19.2,0,0,0,1,1,0.04,0,0
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23,1997,19.9,0,5,1,20,0.25,0.05,0,0,13.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Danny Ward,wls WAL,GK,Leicester City,28,1993,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Joel Ward,eng ENG,DF,Crystal Palace,31,1989,27.6,0,10,1,10,0.36,0.04,0,0,19.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
James Ward-Prowse,eng ENG,MF,Southampton,26,1994,35.7,10,51,20,39.2,1.43,0.56,0.12,0.3,26.7,23,4,4,5.4,2.3,0.05,4.6,3.7
Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,32.8,11,77,31,40.3,2.35,0.95,0.13,0.32,13.5,0,1,1,12.2,11.4,0.15,-1.2,-1.4
Adam Webster,eng ENG,DF,Brighton,26,1995,15.9,2,9,2,22.2,0.56,0.13,0.22,1,9.1,0,0,0,1.1,1.1,0.15,0.9,0.9
Wout Weghorst,nl NED,FW,Burnley,28,1992,16.1,2,30,7,23.3,1.86,0.43,0.07,0.29,13.6,0,0,0,4.2,4.2,0.14,-2.2,-2.2
Danny Welbeck,eng ENG,FW,Brighton,30,1990,16.4,6,43,20,46.5,2.62,1.22,0.14,0.3,12.3,0,0,0,6.1,6.1,0.15,-0.1,-0.1
Timo Werner,de GER,FWMF,Chelsea,25,1996,14.3,4,45,16,35.6,3.16,1.12,0.09,0.25,13.1,0,0,0,7.6,7.6,0.17,-3.6,-3.6
Ashley Westwood,eng ENG,MF,Burnley,31,1990,25.4,0,14,1,7.1,0.55,0.04,0,0,20,0,0,0,0.8,0.8,0.05,-0.8,-0.8
Ben White,eng ENG,DF,Arsenal,23,1997,32,0,12,3,25,0.37,0.09,0,0,14.1,0,0,0,1,1,0.08,-1,-1
Brandon Williams,eng ENG,DF,Norwich City,20,2000,23.6,0,4,1,25,0.17,0.04,0,0,20.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Neco Williams,wls WAL,DF,Liverpool,20,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,22.6,2,34,10,29.4,1.5,0.44,0.06,0.2,16.1,0,0,0,3.6,3.6,0.11,-1.6,-1.6
Callum Wilson,eng ENG,FW,Newcastle Utd,29,1992,15.4,8,32,12,37.5,2.08,0.78,0.19,0.5,13.4,0,2,2,6.5,5,0.15,1.5,1
Harry Winks,eng ENG,MF,Tottenham,25,1996,10.1,0,3,1,33.3,0.3,0.1,0,0,24.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Yoane Wissa,cd COD,FWMF,Brentford,24,1996,14.3,7,33,13,39.4,2.31,0.91,0.21,0.54,15.4,0,0,0,3.7,3.7,0.11,3.3,3.3
Chris Wood,nz NZL,FW,Newcastle Utd,29,1991,14.7,2,20,6,30,1.36,0.41,0.05,0.17,10.9,0,1,1,2.9,2.1,0.1,-0.9,-1.1
Chris Wood,nz NZL,FW,Burnley,29,1991,15.2,3,31,10,32.3,2.04,0.66,0.1,0.3,11.8,0,0,0,4.5,4.5,0.14,-1.5,-1.5
Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Granit Xhaka,ch SUI,MFDF,Arsenal,28,1992,25.9,1,27,5,18.5,1.04,0.19,0.04,0.2,22.8,1,0,0,1.2,1.2,0.05,-0.2,-0.2
Andriy Yarmolenko,ua UKR,FW,West Ham,31,1989,3.5,1,11,5,45.5,3.13,1.42,0.09,0.2,14.9,0,0,0,0.8,0.8,0.08,0.2,0.2
Ashley Young,eng ENG,DFFW,Aston Villa,36,1985,13.9,0,10,3,30,0.72,0.22,0,0,21.1,1,0,0,0.4,0.4,0.04,-0.4,-0.4
Nathan Young-Coombes,eng ENG,FW,Brentford,18,2003,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Wilfried Zaha,ci CIV,FW,Crystal Palace,28,1992,30.7,14,62,26,41.9,2.02,0.85,0.15,0.35,18.5,0,5,7,9.4,4,0.06,4.6,5
Christoph Zimmermann,de GER,DF,Norwich City,28,1993,1.7,0,2,1,50,1.15,0.57,0,0,18,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,11.6,0,12,4,33.3,1.03,0.34,0,0,21.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Hakim Ziyech,ma MAR,FWMF,Chelsea,28,1993,14.7,4,53,19,35.8,3.62,1.3,0.08,0.21,20.7,3,0,0,3.4,3.4,0.06,0.6,0.6
Kurt Zouma,fr FRA,DF,West Ham,26,1994,23.1,1,7,2,28.6,0.3,0.09,0.14,0.5,6.2,0,0,0,0.9,0.9,0.12,0.1,0.1
