Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks
Marcus Forss,fi FIN,FWMF,Brentford,22,1999,2.3,41,38,3,0,0,12,0,1,0,0,0,0,18,13,10,3,25,8,0,1,24,1,1,2,1
Fraser Forster,eng ENG,GK,Southampton,33,1988,19,596,391,205,64,0,45,19,0,0,0,0,0,223,21,352,76,409,2,0,69,347,2,23,5,1
Ben Foster,eng ENG,GK,Watford,38,1983,26,869,547,322,97,1,61,38,0,0,0,0,0,174,36,659,616,141,0,0,70,417,5,40,12,5
Tariqe Fosu,gh GHA,DF,Brentford,25,1995,0.2,8,8,0,0,0,0,0,1,0,0,0,0,5,1,2,1,6,1,0,0,6,0,0,0,0
Ryan Fraser,sct SCO,FWMF,Newcastle Utd,27,1994,16.3,478,435,43,10,0,61,23,61,29,14,6,6,284,55,139,74,369,23,3,4,333,6,18,10,9
Fred,br BRA,MF,Manchester Utd,28,1993,22.5,1320,1284,36,30,4,210,46,2,0,0,0,0,1030,149,141,864,395,35,6,8,1123,4,18,40,34
Ryan Fredericks,eng ENG,DF,West Ham,28,1992,3.4,147,126,21,0,0,13,1,8,0,0,0,0,86,34,27,8,98,16,21,0,114,1,2,3,6
Leo Fuhr Hjelde,no NOR,DF,Leeds United,17,2003,1.7,111,83,28,0,0,23,2,3,0,0,0,0,51,38,22,64,10,8,28,0,84,0,5,6,4
Conor Gallagher,eng ENG,MF,Crystal Palace,21,2000,31.6,1167,1020,147,69,3,205,53,67,60,24,16,4,757,142,268,84,1011,38,4,2,890,6,21,39,32
Alejandro Garnacho,es ESP,FW,Manchester Utd,17,2004,0.1,3,3,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0
Dwight Gayle,eng ENG,FW,Newcastle Utd,30,1990,0.4,13,13,0,0,0,3,0,0,0,0,0,0,10,3,0,0,11,0,0,2,11,0,0,0,1
Jean-Philippe Gbamin,ci CIV,MF,Everton,25,1995,0.7,21,20,1,1,0,3,1,0,0,0,0,0,15,3,3,4,14,3,0,0,16,0,2,1,0
David de Gea,es ESP,GK,Manchester Utd,30,1990,38,911,559,352,55,0,61,24,0,0,0,0,0,487,33,391,46,702,0,0,124,646,2,24,19,3
Joe Gelhardt,eng ENG,FWMF,Leeds United,19,2002,8.3,156,137,19,0,1,39,0,5,0,0,0,0,96,34,26,111,23,9,0,7,105,0,4,11,6
Anwar El Ghazi,nl NED,FWMF,Aston Villa,26,1995,4.3,115,113,2,0,0,23,2,11,0,0,0,0,67,23,25,19,82,7,2,0,82,0,2,1,9
Anwar El Ghazi,nl NED,FW,Everton,26,1995,0.1,9,7,2,0,0,2,0,1,2,0,0,0,8,1,0,2,6,1,0,0,8,0,0,1,0
Saman Ghoddos,ir IRN,DFMF,Brentford,27,1993,6,221,195,26,11,1,25,4,14,8,5,2,1,121,42,58,15,177,16,4,2,149,1,7,12,7
Dimitris Giannoulis,gr GRE,DF,Norwich City,25,1995,13,705,576,129,9,0,97,8,30,4,4,0,0,423,143,139,509,52,22,116,0,519,2,11,37,20
Morgan Gibbs-White,eng ENG,FWMF,Wolves,21,2000,0.1,10,9,1,0,0,1,0,0,1,1,0,0,5,4,1,1,8,0,0,1,7,0,0,0,1
Ben Gibson,eng ENG,DF,Norwich City,28,1993,27.7,1304,1248,56,42,1,147,35,0,0,0,0,0,902,80,322,1098,82,82,13,3,1065,6,26,18,11
Billy Gilmour,sct SCO,MF,Norwich City,20,2001,20.6,1200,1062,138,48,1,139,97,19,63,25,37,0,826,91,283,79,1059,44,9,0,958,2,18,46,20
Ben Godfrey,eng ENG,DF,Everton,23,1998,22.5,788,680,108,16,0,87,9,14,0,0,0,0,488,118,182,53,555,57,92,4,605,1,28,20,21
André Gomes,pt POR,MF,Everton,28,1993,6.9,279,269,10,4,0,46,9,3,1,1,0,0,195,28,56,74,189,7,0,3,213,0,7,17,8
Toti Gomes,pt POR,DF,Wolves,22,1999,4,191,189,2,1,0,25,1,1,0,0,0,0,132,11,48,137,28,13,1,0,142,0,7,5,1
Joe Gomez,eng ENG,DF,Liverpool,24,1997,3.7,286,248,38,6,0,36,15,17,0,0,0,0,194,41,51,18,213,13,32,0,228,2,6,12,4
Charlie Goode,eng ENG,DF,Brentford,25,1995,5,300,224,76,8,0,26,6,14,0,0,0,0,134,29,137,18,174,27,68,0,190,1,7,9,9
Anthony Gordon,eng ENG,MFFW,Everton,20,2001,25.4,754,660,94,27,1,141,34,71,51,25,18,2,492,98,164,70,631,22,10,4,503,4,16,49,37
Kaide Gordon,eng ENG,FW,Liverpool,16,2004,0.1,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0
Dan Gosling,eng ENG,MF,Watford,31,1990,1.8,67,66,1,1,0,16,5,1,0,0,0,0,55,4,8,7,53,2,0,1,57,1,0,0,3
Demarai Gray,eng ENG,MFFW,Everton,25,1996,26,757,656,101,32,2,156,58,57,56,28,24,1,498,82,177,82,644,14,7,4,544,1,10,27,43
Jack Grealish,eng ENG,FW,Manchester City,25,1995,21.3,960,934,26,3,3,190,11,36,9,3,1,0,818,90,52,74,847,14,7,7,830,4,10,33,39
Mason Greenwood,eng ENG,FWMF,Manchester Utd,19,2001,14.1,504,487,17,2,3,97,31,25,14,11,2,1,381,50,73,380,112,5,0,2,397,2,6,21,17
Sam Greenwood,eng ENG,MFFW,Leeds United,19,2002,2.6,85,79,6,3,0,20,1,4,1,1,0,0,57,14,14,38,42,3,0,2,60,1,0,3,8
Pascal Groß,de GER,MFDF,Brighton,30,1991,22.6,1310,1116,194,57,5,163,92,66,99,37,55,3,829,161,320,212,1014,29,35,4,979,8,21,36,48
Vicente Guaita,es ESP,GK,Crystal Palace,34,1987,29.5,972,714,258,59,0,84,39,0,0,0,0,0,561,42,369,109,655,4,0,164,763,2,21,5,2
Marc Guéhi,eng ENG,DF,Crystal Palace,21,2000,35.8,2276,2212,64,59,0,178,83,2,0,0,0,0,1757,144,375,642,1485,100,5,2,1991,5,21,40,8
Bruno Guimarães,br BRA,MF,Newcastle Utd,23,1997,11.5,511,498,13,10,3,138,21,9,0,0,0,0,395,55,61,35,451,14,1,4,441,1,7,16,17
İlkay Gündoğan,de GER,MF,Manchester City,30,1990,20.6,1326,1243,83,23,5,147,45,24,53,30,8,1,1047,116,163,387,884,36,3,6,1161,2,14,24,29
Angus Gunn,eng ENG,GK,Norwich City,25,1996,9,298,173,125,40,0,12,9,0,0,0,0,0,130,7,161,17,231,0,0,39,197,2,7,1,3
Grant Hanley,sct SCO,DF,Norwich City,29,1991,32.2,1242,1187,55,54,0,127,34,1,0,0,0,0,907,97,238,80,1010,103,1,3,1053,0,23,10,12
Jack Harrison,eng ENG,FWMF,Leeds United,24,1996,29.3,1020,971,49,7,2,215,34,92,21,4,11,2,631,206,183,675,283,23,21,4,666,6,23,64,69
Kortney Hause,eng ENG,DF,Aston Villa,26,1995,4.4,206,201,5,5,0,29,8,1,0,0,0,0,139,15,52,159,25,10,0,1,162,0,10,0,5
Kai Havertz,de GER,FWMF,Chelsea,22,1999,20.1,669,640,29,0,1,166,8,20,0,0,0,0,537,81,51,472,145,15,4,10,546,5,5,25,25
Isaac Hayden,eng ENG,MFDF,Newcastle Utd,26,1995,11.1,318,302,16,9,0,67,4,5,0,0,0,0,230,42,46,36,248,19,1,1,255,0,10,8,11
Hwang Hee-chan,kr KOR,FWMF,Wolves,25,1996,20.2,626,616,10,1,2,106,9,10,2,0,0,0,486,71,69,67,514,27,2,9,509,2,5,20,20
Jordan Henderson,eng ENG,MF,Liverpool,31,1990,28.9,2202,2131,71,22,7,301,47,48,3,0,2,0,1551,267,384,291,1790,66,23,11,1846,6,22,67,49
Jeff Hendrick,ie IRL,MF,Newcastle Utd,29,1992,0.8,27,27,0,0,0,5,1,0,0,0,0,0,24,2,1,0,26,0,0,0,24,0,0,1,0
Wayne Hennessey,wls WAL,GK,Burnley,34,1987,2,80,43,37,16,0,1,0,0,0,0,0,0,11,2,67,8,60,0,0,8,40,1,3,0,0
Rico Henry,eng ENG,DF,Brentford,24,1997,30.8,1202,1078,124,7,0,186,12,50,0,0,0,0,687,243,272,889,83,85,117,1,868,2,28,49,65
Son Heung-min,kr KOR,FWMF,Tottenham,29,1992,33.4,1223,1011,212,41,3,183,37,65,157,60,57,4,872,123,228,133,1036,33,6,5,933,4,13,41,41
Ki-Jana Hoever,nl NED,DF,Wolves,19,2002,3.4,159,122,37,4,0,15,2,8,0,0,0,0,88,41,30,16,104,5,33,0,113,1,7,9,8
Pierre Højbjerg,dk DEN,MF,Tottenham,25,1995,35.5,2485,2397,88,71,7,294,84,21,2,0,0,0,2032,182,271,324,2035,80,11,7,2222,6,25,58,18
Rob Holding,eng ENG,DF,Arsenal,25,1995,9.4,474,458,16,7,0,62,10,0,0,0,0,0,372,34,68,59,374,22,7,1,418,0,9,7,5
Mason Holgate,eng ENG,DF,Everton,24,1996,23.7,803,742,61,35,0,115,38,3,0,0,0,0,437,72,294,119,540,72,25,3,564,3,28,18,10
Callum Hudson-Odoi,eng ENG,FWMF,Chelsea,20,2000,10.7,393,377,16,2,0,77,8,26,5,2,1,1,295,53,45,56,318,5,9,1,313,1,8,20,14
Will Hughes,eng ENG,MF,Crystal Palace,26,1995,11.7,523,484,39,14,1,84,18,9,23,18,4,0,357,63,103,399,83,23,1,1,428,0,3,8,12
Adam Idah,ie IRL,FWMF,Norwich City,20,2001,6.9,142,137,5,0,0,44,4,11,0,0,0,0,93,26,23,20,100,8,3,2,96,0,5,7,11
Kelechi Iheanacho,ng NGA,FW,Leicester City,24,1996,14,352,334,18,1,4,100,8,10,1,1,0,0,276,40,36,313,18,5,4,2,271,2,12,14,18
Danny Ings,eng ENG,FW,Aston Villa,29,1992,21.1,380,359,21,1,1,93,9,17,0,0,0,0,235,74,71,70,265,24,1,4,258,2,4,21,14
Tim Iroegbunam,eng ENG,MF,Aston Villa,18,2003,1,25,25,0,0,0,7,0,0,0,0,0,0,22,0,3,7,15,1,0,0,21,0,0,1,0
Alex Iwobi,ng NGA,MFDF,Everton,25,1996,22.6,785,732,53,2,6,137,11,30,0,0,0,0,538,116,131,73,642,15,46,4,606,4,10,39,24
Daniel James,wls WAL,FWMF,Leeds United,23,1997,26.3,508,476,32,1,0,104,11,44,0,0,0,0,338,85,85,99,371,18,7,3,330,2,15,32,35
Daniel James,wls WAL,FW,Manchester Utd,23,1997,1.4,32,32,0,0,0,6,1,5,0,0,0,0,27,2,3,3,28,1,0,0,22,0,1,0,1
Reece James,eng ENG,DF,Chelsea,21,1999,20.7,1667,1425,242,32,4,260,25,82,15,7,5,0,1168,310,189,122,1294,33,195,6,1442,4,13,41,48
Vitaly Janelt,de GER,MF,Brentford,23,1998,25.5,996,939,57,28,2,140,29,23,11,8,2,1,662,138,196,726,158,62,12,7,767,3,14,37,18
Pontus Jansson,se SWE,DF,Brentford,30,1991,36.9,1449,1393,56,40,0,148,17,1,0,0,0,0,1007,161,281,139,1061,153,15,4,1188,5,19,26,11
Mathias Jensen,dk DEN,MF,Brentford,25,1996,17.8,771,672,99,36,0,124,65,32,48,23,15,7,430,84,257,159,559,33,5,5,558,6,17,31,17
Gabriel Jesus,br BRA,FW,Manchester City,24,1997,20.9,758,740,18,1,2,140,8,27,0,0,0,0,624,65,69,96,614,16,5,13,638,1,9,27,20
Raúl Jiménez,mx MEX,FW,Wolves,30,1991,29.2,779,727,52,0,3,230,15,20,0,0,0,0,493,163,123,39,623,34,7,26,557,4,21,40,36
João Pedro,br BRA,FWMF,Watford,19,2001,18.3,576,545,31,3,1,160,16,25,4,0,1,0,340,121,115,60,415,40,4,11,397,6,11,29,22
Joelinton,br BRA,MFFW,Newcastle Utd,24,1996,28.4,941,928,13,0,1,300,10,18,0,0,0,0,651,170,120,149,633,55,8,18,745,1,15,41,31
Ben Johnson,eng ENG,DF,West Ham,21,2000,15.5,758,609,149,6,1,74,31,40,0,0,0,0,352,173,233,92,474,33,143,5,528,2,21,25,34
Curtis Jones,eng ENG,MF,Liverpool,20,2001,9.5,591,574,17,6,0,90,13,2,4,0,2,0,514,33,44,67,501,12,5,0,534,1,3,11,10
Phil Jones,eng ENG,DF,Manchester Utd,29,1992,1.8,79,79,0,0,0,7,0,0,0,0,0,0,65,7,7,10,62,6,0,0,71,0,1,0,2
Mathias Jørgensen,dk DEN,DF,Brentford,31,1990,5.8,332,264,68,8,0,32,7,8,1,0,0,0,177,52,103,13,219,28,59,1,247,1,3,15,5
Jorginho,it ITA,MF,Chelsea,29,1991,25.3,1856,1807,49,49,7,324,21,3,0,0,0,0,1497,143,216,129,1658,50,0,2,1664,2,16,53,14
Diogo Jota,pt POR,FW,Liverpool,24,1996,26.3,771,764,7,0,7,156,7,16,0,0,0,0,567,122,82,214,495,33,1,9,568,5,12,36,43
James Justin,eng ENG,DF,Leicester City,23,1998,11.1,653,545,108,7,0,92,11,11,0,0,0,0,416,131,106,120,393,32,101,0,524,2,10,21,22
Ozan Kabak,tr TUR,DF,Norwich City,21,2000,10.2,414,397,17,13,0,74,11,0,0,0,0,0,311,42,61,56,310,22,4,2,341,0,9,9,10
Christian Kabasele,be BEL,DF,Watford,30,1991,13.3,456,447,9,5,0,67,4,1,0,0,0,0,283,54,119,30,356,32,4,1,360,0,12,8,4
Samuel Kalu,ng NGA,FW,Watford,23,1997,2.5,65,59,6,4,1,20,2,4,2,0,2,0,45,9,11,5,53,3,0,2,54,0,0,0,0
Hassane Kamara,ci CIV,DF,Watford,27,1994,18,905,717,188,11,1,151,13,19,0,0,0,0,456,178,271,591,86,27,177,1,636,4,31,39,33
Harry Kane,eng ENG,FW,Tottenham,28,1993,35.9,952,896,56,7,19,254,38,40,0,0,0,0,570,183,199,92,744,32,14,7,659,12,14,64,65
N'Golo Kanté,fr FRA,MF,Chelsea,30,1991,19.7,1282,1275,7,7,6,195,19,11,0,0,0,0,1046,123,113,136,1112,18,0,2,1117,6,13,43,18
Edo Kayembe,cd COD,MF,Watford,23,1998,8.9,428,420,8,4,0,76,21,4,3,2,1,0,325,31,72,346,49,25,1,0,365,0,5,9,10
Moise Kean,it ITA,FW,Everton,21,2000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Michael Keane,eng ENG,DF,Everton,28,1993,31,1154,1125,29,29,1,179,45,0,0,0,0,0,707,137,310,214,758,104,0,2,896,1,30,22,11
Naby Keïta,gn GUI,MF,Liverpool,26,1995,13,759,743,16,2,1,117,3,7,0,0,0,0,614,75,70,100,621,19,4,8,651,2,8,27,11
Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2,90,70,20,7,0,14,0,0,0,0,0,0,73,5,12,25,53,0,0,12,81,0,1,1,0
Kenedy,br BRA,DF,Chelsea,25,1996,0.6,49,46,3,0,1,5,1,3,0,0,0,0,36,7,6,41,3,0,3,2,38,0,1,1,1
Jonjoe Kenny,eng ENG,DF,Everton,24,1997,11.3,473,380,93,4,0,74,8,15,0,0,0,0,240,102,131,21,329,25,89,1,352,4,14,19,11
Max Kilman,eng ENG,DF,Wolves,24,1997,29.9,1476,1440,36,25,1,153,44,2,0,0,0,0,1121,114,241,1012,331,77,11,3,1279,2,18,21,15
Joshua King,no NOR,FW,Watford,29,1992,25,524,487,37,0,4,185,7,24,0,0,0,0,331,101,92,29,383,25,1,17,387,4,8,23,19
Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,0.4,11,8,3,0,0,1,0,0,0,0,0,0,7,1,3,8,1,0,0,2,9,0,1,0,0
Mateusz Klich,pl POL,MF,Leeds United,31,1990,23,1004,966,38,18,3,142,15,28,2,0,0,0,730,119,155,81,851,48,11,8,786,4,20,37,26
Robin Koch,de GER,MFDF,Leeds United,25,1996,17.5,681,658,23,8,0,129,15,2,0,0,0,0,430,95,156,66,513,44,15,3,531,1,11,22,16
Sead Kolašinac,ba BIH,DF,Arsenal,28,1993,1,13,11,2,0,0,0,0,0,0,0,0,0,8,2,3,8,2,1,2,0,10,0,0,0,0
Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11,728,718,10,8,1,69,10,0,0,0,0,0,589,54,85,37,623,42,2,4,655,1,4,9,5
Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,27.5,971,927,44,35,0,113,17,1,0,0,0,0,748,86,137,91,784,49,7,7,850,0,20,18,9
Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,21.9,789,770,19,17,0,125,7,5,0,0,0,0,574,87,128,54,641,47,2,7,657,0,6,24,10
Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,17.3,1193,1173,20,19,11,155,22,5,0,0,0,0,1000,100,93,50,1114,19,0,5,1065,3,7,37,15
Emil Krafth,se SWE,DF,Newcastle Utd,26,1994,18.2,760,587,173,7,0,98,11,18,0,0,0,0,410,133,217,18,510,42,166,2,555,1,12,26,24
Alex Král,cz CZE,MF,West Ham,23,1998,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Tim Krul,nl NED,GK,Norwich City,33,1988,29,1057,729,328,104,1,72,31,0,0,0,0,0,531,45,481,666,190,0,0,155,730,2,29,7,2
Juraj Kucka,sk SVK,MF,Watford,34,1987,21.3,697,671,26,8,0,141,14,10,1,0,1,0,411,126,160,122,453,63,16,6,488,1,17,36,27
Dejan Kulusevski,se SWE,MFFW,Tottenham,21,2000,14,464,444,20,1,0,82,5,24,1,0,0,0,393,36,35,381,73,2,3,0,389,1,2,13,22
Alexandre Lacazette,fr FRA,FWMF,Arsenal,30,1991,19.8,456,443,13,1,3,99,6,7,0,0,0,0,342,73,41,45,378,14,1,6,350,3,5,29,10
Adam Lallana,eng ENG,MF,Brighton,33,1988,17.3,950,937,13,12,1,165,10,8,0,0,0,0,740,122,88,239,661,29,1,6,831,0,18,28,18
Tariq Lamptey,eng ENG,DFFW,Brighton,20,2000,17.3,787,715,72,5,1,113,10,72,0,0,0,0,536,130,121,155,537,19,67,2,607,2,13,20,37
Manuel Lanzini,ar ARG,MFFW,West Ham,28,1993,19.8,1217,1152,65,10,3,173,20,12,19,16,0,0,991,112,114,100,1068,28,8,6,1103,1,10,23,9
Aymeric Laporte,es ESP,DF,Manchester City,27,1994,31.4,2853,2798,55,43,3,202,64,5,0,0,0,0,2446,144,263,2050,648,91,12,7,2703,1,17,19,6
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27,1993,22.9,667,658,9,6,0,118,10,5,0,0,0,0,416,57,194,79,459,71,1,0,508,6,14,13,7
Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,25.2,1033,1010,23,10,3,188,62,30,1,1,0,0,634,177,222,159,812,37,10,2,817,2,12,54,26
Aaron Lennon,eng ENG,MF,Burnley,34,1987,17.2,384,375,9,1,0,64,11,30,3,3,0,0,254,55,75,36,323,14,3,0,254,3,7,16,32
Bernd Leno,de GER,GK,Arsenal,29,1992,4,111,68,43,6,0,10,0,0,0,0,0,0,47,4,60,8,89,0,0,13,72,1,5,1,0
Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,2.9,103,80,23,1,0,14,0,3,0,0,0,0,56,23,24,64,10,6,22,0,81,0,4,4,2
Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,26.2,1295,1266,29,24,5,152,36,0,0,0,0,0,1037,111,147,173,1020,62,5,6,1164,3,9,17,12
Jesse Lingard,eng ENG,FWMF,Manchester Utd,28,1992,4.1,155,152,3,0,0,14,1,8,0,0,0,0,129,16,10,15,135,3,1,1,132,0,2,3,1
Valentino Livramento,eng ENG,DF,Southampton,18,2002,24.5,1155,940,215,16,2,146,15,55,0,0,0,0,690,217,248,93,794,52,199,2,883,0,33,46,41
Diego Llorente,es ESP,DF,Leeds United,27,1993,26,1343,1298,45,35,2,194,38,2,0,0,0,0,954,141,248,309,925,65,9,8,1107,2,35,37,24
Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38,943,621,322,46,1,58,15,0,0,0,0,0,543,41,359,569,155,1,0,149,746,2,13,9,1
Giovani Lo Celso,ar ARG,MFFW,Tottenham,25,1996,2.6,148,135,13,3,1,25,5,1,10,2,4,1,113,19,16,124,21,1,0,2,117,0,0,10,8
Jürgen Locadia,nl NED,FW,Brighton,27,1993,0.3,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,1
Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,25,1996,15.5,968,939,29,14,3,153,12,10,0,0,0,0,802,100,66,74,820,27,14,2,877,1,7,20,7
Kevin Long,ie IRL,DF,Burnley,30,1990,4.6,98,97,1,1,0,15,4,0,0,0,0,0,63,9,26,11,65,15,0,0,80,0,5,0,2
Shane Long,ie IRL,FW,Southampton,34,1987,3.4,75,74,1,0,0,35,1,4,0,0,0,0,33,21,21,7,34,7,0,5,46,0,1,2,5
Sean Longstaff,eng ENG,MF,Newcastle Utd,23,1997,16.3,606,576,30,16,1,130,18,5,1,1,0,0,434,72,100,113,443,29,1,7,491,2,9,14,12
Ademola Lookman,ng NGA,FWMF,Leicester City,23,1997,16.1,536,518,18,4,1,125,4,22,4,1,1,1,449,50,37,115,407,7,5,1,418,4,5,30,23
Jonas Lössl,dk DEN,GK,Brentford,32,1989,2,62,46,16,3,0,5,2,0,0,0,0,0,29,4,29,0,55,0,0,6,44,0,0,1,0
Imran Louza,ma MAR,MF,Watford,22,1999,15.7,716,632,84,39,1,91,28,19,31,20,7,2,421,88,207,514,129,54,8,3,536,0,13,20,13
Matthew Lowton,eng ENG,DF,Burnley,32,1989,19.7,871,674,197,17,2,91,30,39,0,0,0,0,355,203,313,56,566,48,180,3,598,5,20,28,37
Douglas Luiz,br BRA,MF,Aston Villa,23,1998,30.2,1495,1314,181,113,3,173,49,27,56,33,12,2,1076,155,264,144,1237,61,10,13,1246,4,26,35,13
Romelu Lukaku,be BEL,FW,Chelsea,28,1993,17.7,320,293,27,0,5,119,2,9,0,0,0,0,216,62,42,173,88,12,0,15,234,2,2,24,13
Lyanco,br BRA,DF,Southampton,24,1997,10.1,369,353,16,12,0,53,9,3,0,0,0,0,240,32,97,15,321,19,2,4,277,2,9,13,6
Alexis Mac Allister,ar ARG,MFFW,Brighton,22,1998,23.6,1077,995,82,29,2,186,50,20,45,25,15,1,780,124,173,128,885,27,3,10,872,2,13,37,35
James Maddison,eng ENG,MFFW,Leicester City,24,1996,27.3,1075,929,146,51,8,201,57,49,79,39,25,3,715,123,237,112,927,22,5,3,777,4,22,51,30
Harry Maguire,eng ENG,DF,Manchester Utd,28,1993,27.9,1512,1464,48,45,0,191,70,1,0,0,0,0,1098,128,286,215,1147,87,2,7,1320,5,30,17,9
Riyad Mahrez,dz ALG,FW,Manchester City,30,1991,16.6,929,838,91,11,3,120,34,54,65,32,1,12,706,79,144,833,55,16,15,1,767,4,10,26,19
Ainsley Maitland-Niles,eng ENG,MF,Arsenal,23,1997,3,136,131,5,4,0,22,2,1,0,0,0,0,99,10,27,18,104,9,1,0,105,0,4,9,2
Sadio Mané,sn SEN,FW,Liverpool,29,1992,31.3,1091,1078,13,2,4,233,17,51,0,0,0,0,814,160,117,266,763,23,9,13,819,6,28,77,54
Javier Manquillo,es ESP,DF,Newcastle Utd,27,1994,14,406,307,99,1,0,50,3,10,0,0,0,0,207,106,93,28,247,23,98,4,298,1,10,23,12
Fernando Marçal,br BRA,DF,Wolves,32,1989,16.1,870,730,140,6,1,108,19,55,3,1,1,0,525,181,164,627,67,30,131,2,677,7,13,34,30
Solly March,eng ENG,DFFW,Brighton,27,1994,19.4,765,679,86,14,1,133,48,63,35,10,18,1,489,100,176,613,68,28,35,4,552,0,11,36,37
Pablo Marí,es ESP,DF,Arsenal,27,1993,2,86,85,1,1,0,8,3,0,0,0,0,0,64,7,15,60,13,11,0,0,78,0,1,1,1
Anthony Martial,fr FRA,FW,Manchester Utd,25,1995,2.4,85,84,1,0,1,16,1,5,0,0,0,0,70,8,7,7,74,0,0,2,66,0,0,6,4
Martinelli,br BRA,FWMF,Arsenal,20,2001,20.7,612,566,46,3,0,94,21,48,30,29,0,0,432,83,97,57,510,16,10,0,453,2,11,21,27
Emiliano Martínez,ar ARG,GK,Aston Villa,28,1992,36,1081,706,375,101,0,92,34,0,0,0,0,0,562,35,484,128,738,1,0,141,781,4,35,10,2
Adam Masina,ma MAR,DF,Watford,27,1994,12,540,425,115,11,0,69,20,18,5,3,2,0,238,100,202,327,66,32,99,1,380,1,14,15,12
Arthur Masuaku,cd COD,DFFW,West Ham,27,1993,7.2,375,333,42,4,0,54,5,20,0,0,0,0,259,58,58,299,13,17,38,1,293,2,11,15,9
Juan Mata,es ESP,MF,Manchester Utd,33,1988,2.6,211,208,3,1,0,26,5,6,1,1,0,0,173,14,24,186,20,3,1,1,182,2,1,4,3
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,24,1997,12.7,243,227,16,0,0,78,2,9,0,0,0,0,153,45,45,59,129,24,0,3,169,2,4,11,14
Nemanja Matić,rs SRB,MF,Manchester Utd,32,1988,15.4,1010,980,30,25,4,168,27,5,0,0,0,0,796,96,118,792,152,34,5,4,881,3,5,30,21
Joël Matip,cm CMR,DF,Liverpool,29,1991,31,2238,2182,56,40,2,237,39,0,0,0,0,0,1735,213,290,286,1724,136,16,11,2015,3,21,32,15
Neal Maupay,fr FRA,FW,Brighton,24,1996,25.3,617,561,56,1,1,168,6,5,1,0,0,0,472,92,53,81,477,18,7,16,479,3,6,38,33
Bryan Mbeumo,fr FRA,FW,Brentford,21,1999,32.3,814,766,48,18,1,164,33,54,18,12,2,3,498,143,173,626,111,38,7,12,544,3,19,51,45
James McArthur,sct SCO,MF,Crystal Palace,33,1987,16,927,880,47,23,1,186,14,15,2,0,2,0,677,109,141,198,666,21,10,7,772,1,16,26,23
James Mcatee,eng ENG,MFFW,Manchester City,18,2002,0.2,13,13,0,0,0,4,0,0,0,0,0,0,10,3,0,10,2,0,0,0,9,0,0,0,0
Kasey McAteer,eng ENG,FW,Leicester City,19,2001,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Liam McCarron,sct SCO,FW,Leeds United,20,2001,0.1,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0
Alex McCarthy,eng ENG,GK,Southampton,31,1989,17,510,342,168,41,0,30,10,0,0,0,0,0,222,15,273,53,356,0,0,73,315,0,23,5,1
John McGinn,sct SCO,MF,Aston Villa,26,1994,34.3,1339,1208,131,70,7,193,100,57,52,40,6,3,863,108,368,1069,193,51,7,2,1004,8,32,58,26
Stuart McKinstry,sct SCO,MF,Leeds United,18,2002,0,4,4,0,0,0,2,0,0,0,0,0,0,3,0,1,0,4,0,0,0,3,0,0,0,0
Kenny McLean,sct SCO,MF,Norwich City,29,1992,30.1,1060,1029,31,13,1,220,27,26,2,2,0,0,640,199,221,746,149,80,13,4,782,3,17,40,37
Dwight McNeil,eng ENG,MF,Burnley,21,1999,34.5,1150,1044,106,45,5,245,95,111,49,39,5,0,735,108,307,1045,46,28,10,3,798,6,24,39,64
Scott McTominay,sct SCO,MF,Manchester Utd,24,1996,26.5,1246,1212,34,31,1,209,42,8,0,0,0,0,988,99,159,61,1088,43,1,2,1059,5,13,33,20
Ben Mee,eng ENG,DF,Burnley,31,1989,20.4,734,707,27,23,0,122,40,3,0,0,0,0,363,80,291,515,94,73,4,3,539,3,19,13,14
