Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
Edo Kayembe,cd COD,MF,Watford,23,1998,13,799,61,23.4,8.9,9,80,4,4,20,7,0.23,3,17,-14,-1.58,-0.58,7.7,12.2,-4.6,-0.51,0.28
Moise Kean,it ITA,FW,Everton,21,2000,1,1,1,0,0,0,,0,1,1,0,1,0,0,0,0,0.61,0.1,0.4,-0.3,-29.84,-29.54
Michael Keane,eng ENG,DF,Everton,28,1993,32,2792,87,81.6,31,31,88,29,1,73,4,1.09,36,55,-19,-0.61,-0.04,33.2,45.6,-12.4,-0.4,-0.47
Naby Keïta,gn GUI,MF,Liverpool,26,1995,23,1173,51,34.3,13,14,74,4,9,16,6,2.43,30,6,24,1.84,0.08,29.7,12.6,17.1,1.31,-0.22
Caoimhín Kelleher,ie IRL,GK,Liverpool,22,1998,2,180,90,5.3,2,2,90,2,0,,34,2,7,2,5,2.5,0.75,5,1.8,3.2,1.6,0.15
Martin Kelly,eng ENG,DFMF,Crystal Palace,31,1990,0,,,,,0,,0,0,,29,,,,,,,,,,,
Kenedy,br BRA,DF,Chelsea,25,1996,1,58,58,1.7,0.6,1,58,0,0,,7,3,1,0,1,1.55,0.43,1.8,0.8,1,1.52,0.71
Nohan Kenneh,eng ENG,DF,Leeds United,18,2003,0,,,0,0,0,,0,0,,13,3,3,2,1,,,,,,,
Jonjoe Kenny,eng ENG,DF,Everton,24,1997,15,1018,68,29.8,11.3,11,87,9,4,14,22,0.67,10,24,-14,-1.24,-0.9,11.9,19.1,-7.2,-0.64,-0.46
Kaine Kessler,eng ENG,DFMF,Aston Villa,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Max Kilman,eng ENG,DF,Wolves,24,1997,30,2687,90,78.6,29.9,30,90,28,0,,2,1.53,27,25,2,0.07,0.93,28.1,43.4,-15.3,-0.51,0.6
Joshua King,no NOR,FW,Watford,29,1992,32,2248,70,65.7,25,27,81,20,5,12,1,0.59,23,47,-24,-0.96,0.5,27.4,45.4,-18,-0.72,0.02
Alex Kirk,eng ENG,DF,Arsenal,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Kristoffer Klaesson,no NOR,GK,Leeds United,20,2000,1,36,36,1.1,0.4,0,,0,1,36,37,3,3,0,3,7.5,8.56,1.8,0.2,1.6,4.05,4.7
Mateusz Klich,pl POL,MF,Leeds United,31,1990,33,2073,63,60.6,23,26,71,7,7,33,4,0.97,24,51,-27,-1.17,-0.5,29.1,43.5,-14.4,-0.62,-0.06
Robin Koch,de GER,MFDF,Leeds United,25,1996,20,1574,79,46,17.5,17,85,15,3,42,1,1.05,21,40,-19,-1.09,-0.21,21.4,31,-9.6,-0.55,0.09
Sead Kolašinac,ba BIH,DF,Arsenal,28,1993,2,91,46,2.7,1,1,90,1,1,1,2,1.5,0,5,-5,-4.95,-5.43,0.1,3.8,-3.7,-3.64,-4.09
Ibrahima Konaté,fr FRA,DF,Liverpool,22,1999,11,990,90,28.9,11,11,90,11,0,,26,2.27,28,10,18,1.64,-0.22,23.8,13.2,10.6,0.97,-0.69
Ezri Konsa,eng ENG,DF,Aston Villa,23,1997,29,2477,85,72.4,27.5,29,85,24,0,,3,1.21,36,41,-5,-0.18,-0.47,30.4,37.7,-7.3,-0.26,-0.5
Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,31,1989,27,1974,73,57.7,21.9,23,83,14,4,19,6,1.33,27,28,-1,-0.05,-0.36,24.4,26.3,-1.9,-0.09,-0.53
Mateo Kovačić,hr CRO,MF,Chelsea,27,1994,25,1558,62,45.6,17.3,16,82,11,9,28,0,2.04,39,10,29,1.68,1,29.9,16.3,13.6,0.79,-0.07
Emil Krafth,se SWE,DF,Newcastle Utd,26,1994,20,1634,82,47.8,18.2,18,88,12,2,27,15,1.6,21,20,1,0.06,1.01,18.9,22,-3.1,-0.17,0.44
Alex Král,cz CZE,MF,West Ham,23,1998,1,1,1,0,0,0,,0,1,1,31,3,1,0,1,90,89.79,1,0.4,0.6,55.26,55.3
Tim Krul,nl NED,GK,Norwich City,33,1988,29,2610,90,76.3,29,29,90,29,0,,3,0.59,17,62,-45,-1.55,0.23,26.3,56.2,-29.9,-1.03,0.49
Juraj Kucka,sk SVK,MF,Watford,34,1987,26,1920,74,56.1,21.3,22,84,15,4,19,2,0.62,18,34,-16,-0.75,0.87,20.9,34.8,-13.9,-0.65,0.17
Dejan Kulusevski,se SWE,MFFW,Tottenham,21,2000,18,1261,70,36.9,14,14,81,4,4,32,0,1.94,35,11,24,1.71,1.5,26.9,12.8,14.1,1.01,0.52
Alexandre Lacazette,fr FRA,FWMF,Arsenal,30,1991,30,1782,59,52.1,19.8,20,80,6,10,18,5,1.8,36,17,19,0.96,1.29,33.6,20.1,13.6,0.69,0.72
Adam Lallana,eng ENG,MF,Brighton,33,1988,24,1561,65,45.6,17.3,18,81,10,6,18,10,1.5,21,20,1,0.06,0.2,20.6,19.8,0.8,0.04,0.06
Tariq Lamptey,eng ENG,DFFW,Brighton,20,2000,30,1561,52,45.6,17.3,16,79,7,14,22,3,1.2,14,21,-7,-0.4,-0.65,19.5,18.2,1.3,0.07,0.11
Manuel Lanzini,ar ARG,MFFW,West Ham,28,1993,30,1786,60,52.2,19.8,19,82,7,11,20,6,1.3,32,29,3,0.15,-0.18,28.5,28.1,0.3,0.02,0.09
Aymeric Laporte,es ESP,DF,Manchester City,27,1994,33,2828,86,82.7,31.4,33,86,27,0,,2,2.52,87,23,64,2.04,0.67,73.1,21.7,51.4,1.63,0.12
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,27,1993,26,2058,79,60.2,22.9,22,89,21,4,25,8,1.08,25,44,-19,-0.83,-0.9,22.5,39.6,-17.2,-0.75,-0.88
Roméo Lavia,be BEL,MF,Manchester City,17,2004,0,,,,,0,,0,0,,9,,,,,,,,,,,
Marcel Lavinier,eng ENG,DF,Tottenham,20,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Pierre Lees-Melou,fr FRA,MF,Norwich City,28,1993,33,2265,69,66.2,25.2,27,79,15,6,21,4,0.55,17,55,-38,-1.51,0.28,21.9,53,-31.1,-1.23,-0.26
Aaron Lennon,eng ENG,MF,Burnley,34,1987,28,1551,55,45.4,17.2,17,81,8,11,15,7,1,12,25,-13,-0.75,-0.47,16.2,25.5,-9.3,-0.54,-0.13
Bernd Leno,de GER,GK,Arsenal,29,1992,4,360,90,10.5,4,4,90,4,0,,29,0.75,1,9,-8,-2,-2.62,3.1,8.5,-5.3,-1.33,-1.87
Marc Leonard,sct SCO,MF,Brighton,19,2001,0,,,,,0,,0,0,,10,,,,,,,,,,,
Harry Lewis,eng ENG,GK,Southampton,23,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,
Jamal Lewis,nir NIR,DF,Newcastle Utd,23,1998,5,262,52,7.7,2.9,4,64,2,1,7,14,0.8,3,4,-1,-0.34,0.14,2.9,4.2,-1.4,-0.47,-0.08
Victor Lindelöf,se SWE,DF,Manchester Utd,27,1994,28,2355,84,68.9,26.2,26,89,25,2,16,5,1.39,38,47,-9,-0.34,-1.1,35.3,42.5,-7.2,-0.28,-0.91
Jesse Lingard,eng ENG,FWMF,Manchester Utd,28,1992,16,367,23,10.7,4.1,2,64,0,14,17,16,1.44,9,13,-4,-0.98,-1.1,5.9,9.3,-3.4,-0.84,-0.95
Valentino Livramento,eng ENG,DF,Southampton,18,2002,28,2202,79,64.4,24.5,25,87,22,3,10,0,1.14,25,42,-17,-0.69,-0.18,32.8,34.5,-1.7,-0.07,0.68
Diego Llorente,es ESP,DF,Leeds United,27,1993,28,2340,84,68.4,26,28,84,24,0,,2,1.18,27,44,-17,-0.65,1.01,29.5,45.1,-15.6,-0.6,0
Hugo Lloris,fr FRA,GK,Tottenham,34,1986,38,3420,90,100,38,38,90,38,0,,0,1.87,69,40,29,0.76,,65.1,39.4,25.8,0.68,
Giovani Lo Celso,ar ARG,MFFW,Tottenham,25,1996,9,238,26,7,2.6,2,67,0,7,15,4,1.78,3,5,-2,-0.76,-1.63,4.6,2.8,1.9,0.7,0.02
Jürgen Locadia,nl NED,FW,Brighton,27,1993,1,23,23,0.7,0.3,0,,0,1,23,8,1,0,0,0,0,0.05,0.3,0.6,-0.3,-1.29,-1.32
Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,25,1996,24,1394,58,40.8,15.5,13,86,10,11,25,6,1.88,30,21,9,0.58,-0.93,30,20,10,0.64,-0.3
Andy Lonergan,ie IRL,GK,Everton,37,1983,0,,,,,0,,0,0,,11,,,,,,,,,,,
Kevin Long,ie IRL,DF,Burnley,30,1990,6,410,68,12,4.6,4,90,4,2,25,24,0.67,3,7,-4,-0.88,-0.43,5,7.8,-2.8,-0.63,-0.18
Shane Long,ie IRL,FW,Southampton,34,1987,13,308,24,9,3.4,3,71,0,10,10,18,1.23,6,5,1,0.29,1.02,3,4.6,-1.6,-0.47,-0.17
Sean Longstaff,eng ENG,MF,Newcastle Utd,23,1997,24,1464,61,42.8,16.3,15,86,12,9,20,13,1.29,19,29,-10,-0.61,-0.25,19.1,26.5,-7.5,-0.46,-0.1
Ademola Lookman,ng NGA,FWMF,Leicester City,23,1997,26,1453,56,42.5,16.1,16,73,3,10,29,7,1.12,28,31,-3,-0.19,-0.46,24.4,27.1,-2.7,-0.17,0.17
Jonas Lössl,dk DEN,GK,Brentford,32,1989,2,180,90,5.3,2,2,90,2,0,,10,0,2,5,-3,-1.5,-1.36,3.5,2.2,1.3,0.65,0.72
Imran Louza,ma MAR,MF,Watford,22,1999,20,1416,71,41.4,15.7,17,77,8,3,37,9,0.5,12,38,-26,-1.65,-0.89,16,26.7,-10.7,-0.68,0.08
Matthew Lowton,eng ENG,DF,Burnley,32,1989,25,1772,71,51.8,19.7,20,87,17,5,6,12,1,18,30,-12,-0.61,-0.23,21.4,29.8,-8.4,-0.42,0.09
Douglas Luiz,br BRA,MF,Aston Villa,23,1998,34,2715,80,79.4,30.2,31,86,22,3,20,0,1.24,43,38,5,0.17,1.06,37.6,39.3,-1.7,-0.06,0.34
Romelu Lukaku,be BEL,FW,Chelsea,28,1993,26,1589,61,46.5,17.7,16,86,11,10,22,3,1.88,33,14,19,1.08,-0.1,28.5,17.8,10.7,0.6,-0.41
Lyanco,br BRA,DF,Southampton,24,1997,15,911,61,26.6,10.1,9,90,9,6,17,9,1.07,11,20,-9,-0.89,-0.35,9.7,16,-6.3,-0.62,-0.42
Alexis Mac Allister,ar ARG,MFFW,Brighton,22,1998,33,2123,64,62.1,23.6,22,86,18,11,21,5,1.33,31,29,2,0.08,0.36,30.7,26,4.8,0.2,0.5
James Maddison,eng ENG,MFFW,Leicester City,24,1996,35,2459,70,71.9,27.3,28,82,14,7,22,0,1.4,48,41,7,0.26,0.63,35.5,47.1,-11.6,-0.43,-0.57
Edmond-Paris Maghoma,eng ENG,MF,Brentford,20,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
Harry Maguire,eng ENG,DF,Manchester Utd,28,1993,30,2515,84,73.5,27.9,28,88,26,2,21,3,1.67,46,41,5,0.18,0.68,40.8,37.5,3.2,0.12,0.41
Riyad Mahrez,dz ALG,FW,Manchester City,30,1991,28,1498,54,43.8,16.6,15,84,10,13,18,8,2.39,44,14,30,1.8,-0.21,41.4,13,28.4,1.71,0.17
Ainsley Maitland-Niles,eng ENG,MF,Arsenal,23,1997,8,268,34,7.8,3,2,86,1,6,16,9,2,2,4,-2,-0.67,-1.1,4.1,5.5,-1.4,-0.47,-0.88
Sadio Mané,sn SEN,FW,Liverpool,29,1992,34,2819,83,82.4,31.3,32,87,25,2,18,0,2.35,76,24,52,1.66,-0.74,73,28.7,44.4,1.42,-0.23
Javier Manquillo,es ESP,DF,Newcastle Utd,27,1994,19,1257,66,36.8,14,15,82,9,4,8,11,1.05,14,27,-13,-0.93,-0.72,12.4,22.7,-10.3,-0.73,-0.53
Fernando Marçal,br BRA,DF,Wolves,32,1989,18,1449,81,42.4,16.1,17,85,12,1,3,14,1.56,10,14,-4,-0.25,-0.2,15.4,21.1,-5.7,-0.35,0.5
Solly March,eng ENG,DFFW,Brighton,27,1994,31,1746,56,51.1,19.4,17,83,10,14,25,6,1.23,26,23,3,0.15,0.42,27.2,23.8,3.4,0.18,0.33
Pablo Marí,es ESP,DF,Arsenal,27,1993,2,180,90,5.3,2,2,90,2,0,,4,0,0,4,-4,-2,-2.47,1.8,4.3,-2.5,-1.26,-1.68
Dilan Markanday,eng ENG,FWMF,Tottenham,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Christian Marques,ch SUI,DF,Wolves,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Filip Marshall,eng ENG,GK,Aston Villa,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Anthony Martial,fr FRA,FW,Manchester Utd,25,1995,8,212,27,6.2,2.4,2,57,0,6,16,5,2.13,6,3,3,1.27,1.36,4.4,2.2,2.2,0.93,0.99
Martinelli,br BRA,FWMF,Arsenal,20,2001,29,1860,64,54.4,20.7,21,80,9,8,21,7,1.72,34,25,9,0.44,0.2,32.9,22.2,10.7,0.52,0.39
Emiliano Martínez,ar ARG,GK,Aston Villa,28,1992,36,3240,90,94.7,36,36,90,36,0,,0,1.25,50,48,2,0.06,2.06,42.2,44.9,-2.6,-0.07,1.02
Adam Masina,ma MAR,DF,Watford,27,1994,15,1077,72,31.5,12,13,80,11,2,16,18,0.67,17,26,-9,-0.75,0.55,15.3,22.5,-7.2,-0.61,0.18
Arthur Masuaku,cd COD,DFFW,West Ham,27,1993,13,650,50,19,7.2,6,81,4,7,23,16,1.31,7,12,-5,-0.69,-1.15,8.2,12.8,-4.5,-0.63,-0.74
Juan Mata,es ESP,MF,Manchester Utd,33,1988,7,235,34,6.9,2.6,2,72,0,5,18,22,1,4,4,0,0,0,3,3.7,-0.8,-0.3,-0.33
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,24,1997,22,1145,52,33.5,12.7,13,74,1,9,20,8,1.18,20,14,6,0.47,0.55,17.4,10.8,6.7,0.52,0.58
Nemanja Matić,rs SRB,MF,Manchester Utd,32,1988,23,1382,60,40.4,15.4,16,80,7,7,15,10,1.48,22,26,-4,-0.26,-0.44,20.3,23.7,-3.4,-0.22,-0.38
Joël Matip,cm CMR,DF,Liverpool,29,1991,31,2790,90,81.6,31,31,90,31,0,,4,2.48,76,21,55,1.77,-0.08,74,25.4,48.6,1.57,0.6
Remi Matthews,eng ENG,GK,Crystal Palace,27,1994,0,,,,,0,,0,0,,7,,,,,,,,,,,
Neal Maupay,fr FRA,FW,Brighton,24,1996,32,2276,71,66.5,25.3,25,84,19,7,24,5,1.25,25,31,-6,-0.24,-0.55,28.6,30.5,-1.9,-0.08,-0.27
Luke Mbete-Tatu,eng ENG,DF,Manchester City,17,2003,0,,,,,0,,0,0,,14,,,,,,,,,,,
Bryan Mbeumo,fr FRA,FW,Brentford,21,1999,35,2905,83,84.9,32.3,34,85,22,1,29,1,1.23,41,47,-6,-0.19,0.16,43.1,39.9,3.2,0.1,0.93
James McArthur,sct SCO,MF,Crystal Palace,33,1987,21,1439,69,42.1,16,15,87,11,6,22,1,1.43,22,15,7,0.44,0.57,19,13.2,5.9,0.37,0.4
James Mcatee,eng ENG,MFFW,Manchester City,18,2002,2,20,10,0.6,0.2,0,,0,2,10,11,3,1,0,1,4.5,2.59,1.5,0.1,1.4,6.2,4.61
Kasey McAteer,eng ENG,FW,Leicester City,19,2001,1,3,3,0.1,0,0,,0,1,3,4,3,0,0,0,0,-0.08,0,0.1,-0.1,-3.76,-3.49
Liam McCarron,sct SCO,FW,Leeds United,20,2001,1,10,10,0.3,0.1,0,,0,1,10,10,0,0,1,-1,-9,-8.05,0,0.4,-0.4,-3.57,-2.98
Alex McCarthy,eng ENG,GK,Southampton,31,1989,17,1530,90,44.7,17,17,90,17,0,,1,0.94,16,27,-11,-0.65,-0.03,21.9,24.1,-2.2,-0.13,0.33
Jon McCracken,sct SCO,GK,Norwich City,21,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Thomas Mcgill,eng ENG,GK,Brighton,21,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
John McGinn,sct SCO,MF,Aston Villa,26,1994,35,3090,88,90.4,34.3,35,88,32,0,,0,1.23,45,48,-3,-0.09,-0.36,39.7,43.4,-3.6,-0.11,0.22
Joseph McGlynn,eng ENG,MF,Burnley,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Michael McGovern,nir NIR,GK,Norwich City,37,1984,0,,,,,0,,0,0,,6,,,,,,,,,,,
Stuart McKinstry,sct SCO,MF,Leeds United,18,2002,1,4,4,0.1,0,0,,0,1,4,8,0,0,0,0,0,0.97,0,0,0,-0.55,0.05
Kenny McLean,sct SCO,MF,Norwich City,29,1992,31,2706,87,79.1,30.1,29,89,27,2,58,1,0.58,20,62,-42,-1.4,1,26.8,60.5,-33.7,-1.12,0.14
Dwight McNeil,eng ENG,MF,Burnley,21,1999,38,3107,82,90.8,34.5,35,87,26,3,21,0,0.92,31,49,-18,-0.52,-0.23,34.8,50,-15.2,-0.44,0.28
Scott McTominay,sct SCO,MF,Manchester Utd,24,1996,30,2387,80,69.8,26.5,28,84,20,2,13,1,1.47,40,37,3,0.11,0.37,37.9,38.8,-0.9,-0.03,-0.13
Ben Mee,eng ENG,DF,Burnley,31,1989,21,1839,88,53.8,20.4,21,88,20,0,,0,0.9,20,25,-5,-0.24,0.55,17.9,28.8,-10.9,-0.53,-0.14
Hannibal Mejbri,tn TUN,FW,Manchester Utd,18,2003,2,68,34,2,0.8,1,61,0,1,7,5,0,0,2,-2,-2.65,-2.7,0.5,0.8,-0.2,-0.31,-0.32
Benjamin Mendy,fr FRA,DF,Manchester City,27,1994,1,78,78,2.3,0.9,1,78,0,0,,1,0,0,1,-1,-1.15,-3.15,1.8,1.3,0.5,0.63,-1.01
Edouard Mendy,sn SEN,GK,Chelsea,29,1992,34,3060,90,89.5,34,34,90,34,0,,0,1.97,70,31,39,1.15,0.15,63.2,33.5,29.7,0.87,0.47
Nampalys Mendy,sn SEN,MF,Leicester City,29,1992,14,1032,74,30.2,11.5,12,81,7,2,30,3,1.57,20,15,5,0.44,0.51,11.2,15.2,-3.9,-0.34,-0.11
Illan Meslier,fr FRA,GK,Leeds United,21,2000,38,3384,89,98.9,37.6,38,89,37,0,,0,1,39,79,-40,-1.06,-8.56,45.3,69.7,-24.4,-0.65,-4.7
Luka Milivojević,rs SRB,MF,Crystal Palace,30,1991,15,774,52,22.6,8.6,9,71,1,6,23,14,1.33,13,16,-3,-0.35,-0.59,11.3,7.5,3.8,0.44,0.39
James Milner,eng ENG,MFDF,Liverpool,35,1986,24,853,36,24.9,9.5,9,77,4,15,11,8,2.63,27,6,21,2.22,0.57,22.3,9.4,13,1.37,-0.12
Yerry Mina,co COL,DF,Everton,26,1994,13,846,65,24.7,9.4,11,73,8,2,23,1,1.62,12,10,2,0.21,1.09,12.7,10,2.7,0.29,0.8
Takumi Minamino,jp JPN,FWMF,Liverpool,26,1995,11,186,17,5.4,2.1,1,90,1,10,10,15,2.55,6,1,5,2.42,0.67,5.3,0.5,4.7,2.29,0.88
Tyrone Mings,eng ENG,DF,Aston Villa,28,1993,36,3189,89,93.2,35.4,35,90,35,1,39,0,1.22,49,49,0,0,0.78,41.9,46.6,-4.7,-0.13,-0.07
Tyrick Mitchell,eng ENG,DF,Crystal Palace,21,1999,36,3101,86,90.7,34.5,35,88,32,1,18,1,1.22,45,43,2,0.06,-0.51,40.6,38.2,2.4,0.07,-0.71
Jakub Moder,pl POL,MFFW,Brighton,22,1999,28,1701,61,49.7,18.9,19,81,10,9,18,2,1.18,17,23,-6,-0.32,-0.53,19.7,23.5,-3.8,-0.2,-0.43
Kris Moore,eng ENG,MF,Leeds United,17,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
Wesley Moraes,br BRA,FW,Aston Villa,24,1996,1,1,1,0,0,0,,0,1,1,1,3,0,0,0,0,0.05,0,0.1,-0.1,-8.73,-8.61
James Morris,eng ENG,DF,Watford,19,2001,0,,,,,0,,0,0,,8,,,,,,,,,,,
Tyler Morton,eng ENG,MF,Liverpool,18,2002,2,66,33,1.9,0.7,1,59,0,1,7,7,2,1,1,0,0,-1.82,0.7,2.7,-2,-2.74,-4.28
Yerson Mosquera,co COL,DF,Wolves,20,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,
Louie Moulden,eng ENG,GK,Wolves,19,2002,0,,,,,0,,0,0,,9,,,,,,,,,,,
Mason Mount,eng ENG,MFFW,Chelsea,22,1999,32,2363,74,69.1,26.3,27,85,20,5,16,3,1.97,56,25,31,1.18,0.16,48.1,25.6,22.5,0.86,0.11
Lucas Moura,br BRA,FWMF,Tottenham,28,1992,34,1775,52,51.9,19.7,19,80,6,15,17,2,1.88,29,21,8,0.41,-0.74,31.8,21.5,10.3,0.52,-0.33
João Moutinho,pt POR,MF,Wolves,34,1986,35,2970,85,86.8,33,34,87,28,1,12,1,1.37,32,40,-8,-0.24,-0.84,30.2,51.1,-20.9,-0.63,0.05
Bali Mumba,eng ENG,DF,Norwich City,19,2001,1,45,45,1.3,0.5,0,,0,1,45,5,0,0,3,-3,-6,-4.45,0.1,1.7,-1.7,-3.34,-2.22
Jacob Murphy,eng ENG,FWDF,Newcastle Utd,26,1995,33,1473,45,43.1,16.4,13,84,9,20,19,5,1.24,24,35,-11,-0.67,-0.35,20,26.7,-6.7,-0.41,-0.02
Enock Mwepu,zm ZAM,MFFW,Brighton,23,1998,18,996,55,29.1,11.1,12,72,5,6,22,6,1.83,18,13,5,0.45,0.71,13.9,13.7,0.2,0.02,0.01
Vitaliy Mykolenko,ua UKR,DF,Everton,22,1999,13,1055,81,30.8,11.7,12,85,10,1,32,4,1.08,14,17,-3,-0.26,0.51,12.7,13.1,-0.5,-0.04,0.4
Marvelous Nakamba,zw ZIM,MF,Aston Villa,27,1994,16,904,57,26.4,10,10,77,5,6,22,8,0.94,15,20,-5,-0.5,-0.61,8.7,14.2,-5.5,-0.55,-0.57
Wilfred Ndidi,ng NGA,MFDF,Leicester City,24,1996,19,1618,85,47.3,18,18,88,16,1,30,2,1.32,26,26,0,0,-0.15,22.4,30.1,-7.7,-0.43,-0.31
Tanguy Ndombele,fr FRA,MF,Tottenham,24,1996,9,484,54,14.2,5.4,6,74,1,3,14,6,1.22,6,11,-5,-0.93,-1.97,8,5.4,2.7,0.5,-0.21
Benjamin Nelson,sct SCO,DF,Leicester City,17,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Reiss Nelson,eng ENG,FW,Arsenal,21,1999,1,20,20,0.6,0.2,0,,0,1,20,1,0,0,1,-1,-4.5,-4.87,0.7,0.7,0.1,0.27,-0.07
Pedro Neto,pt POR,FWMF,Wolves,21,2000,13,466,36,13.6,5.2,5,59,0,8,21,0,0.85,4,14,-10,-1.93,-2.08,4.7,11.2,-6.5,-1.26,-0.71
Rúben Neves,pt POR,MF,Wolves,24,1997,33,2661,81,77.8,29.6,31,86,27,2,3,0,1.33,27,34,-7,-0.24,-0.47,27.4,48.6,-21.2,-0.72,-0.35
Jeremy Ngakia,eng ENG,DF,Watford,20,2000,16,903,56,26.4,10,9,81,5,7,24,17,0.63,8,19,-11,-1.1,0.05,9.1,21.8,-12.7,-1.27,-0.74
Saúl Ñíguez,es ESP,MFDF,Chelsea,26,1994,10,480,48,14,5.3,5,72,3,5,24,23,2.4,14,6,8,1.5,0.43,11.2,6.3,4.9,0.92,0.11
Eddie Nketiah,eng ENG,FW,Arsenal,22,1999,21,835,40,24.4,9.3,8,82,4,13,14,5,1.76,18,18,0,0,-0.45,15.9,13.8,2.1,0.23,-0.14
Nicolas Nkoulou,cm CMR,DF,Watford,31,1990,3,168,56,4.9,1.9,2,77,1,1,15,2,2,6,2,4,2.14,3.44,4.1,3.1,0.9,0.5,1.29
Niels Nkounkou,fr FRA,DF,Everton,20,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mark Noble,eng ENG,MF,West Ham,34,1987,11,332,30,9.7,3.7,3,76,1,8,13,22,1.45,5,5,0,0,-0.26,5.5,5.5,0,0,0.03
Christian Nørgaard,dk DEN,MF,Brentford,27,1994,35,3054,87,89.3,33.9,35,87,30,0,,0,1.29,44,51,-7,-0.21,0.04,43.8,45.5,-1.7,-0.05,-0.1
Mathias Normann,no NOR,MF,Norwich City,25,1996,23,1645,72,48.1,18.3,20,78,10,3,30,1,0.65,13,40,-27,-1.48,0.25,15.3,38.4,-23,-1.26,-0.22
Will Norris,eng ENG,GK,Burnley,27,1993,0,,,,,0,,0,0,,9,,,,,,,,,,,
Tommi O'Reilly,eng ENG,MF,Aston Villa,17,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
Martin Ødegaard,no NOR,MF,Arsenal,22,1998,36,2785,77,81.4,30.9,32,84,20,4,26,0,1.92,53,39,14,0.45,0.59,50.4,35,15.4,0.5,0.85
Odeluga Offiah,eng ENG,DF,Brighton,18,2002,0,,,,,0,,0,0,,9,,,,,,,,,,,
Angelo Ogbonna,it ITA,DF,West Ham,33,1988,11,921,84,26.9,10.2,11,84,10,0,,0,2.09,21,11,10,0.98,1.01,16.4,10.2,6.2,0.6,0.86
Mazeed Ogungbo,ie IRL,DF,Arsenal,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Armstrong Okoflex,ie IRL,MF,West Ham,19,2002,0,,,,,0,,0,0,,10,,,,,,,,,,,
Arthur Okonkwo,eng ENG,GK,Arsenal,19,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,
Michael Olise,fr FRA,FWMF,Crystal Palace,19,2001,26,1141,44,33.4,12.7,12,76,4,14,16,2,1.23,18,14,4,0.32,0.32,15.2,12.9,2.3,0.19,0.07
Robin Olsen,se SWE,GK,Aston Villa,31,1990,1,90,90,2.6,1,1,90,1,0,,17,0,2,3,-1,-1,-0.97,0.3,2.9,-2.6,-2.58,-2.52
Andrew Omobamidele,ie IRL,DF,Norwich City,19,2002,5,382,76,11.2,4.2,4,90,4,1,22,9,0.6,3,9,-6,-1.41,0.22,4.4,9.4,-5,-1.19,-0.05
Tobi Omole,eng ENG,DF,Tottenham,21,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Tyler Onyango,eng ENG,MFFW,Everton,18,2003,3,28,9,0.8,0.3,0,,0,3,9,2,0.33,0,0,0,0,0.61,0.7,0,0.7,2.16,2.49
Frank Onyeka,ng NGA,MF,Brentford,23,1998,20,1045,52,30.6,11.6,12,72,1,8,23,6,1.4,12,19,-7,-0.6,-0.56,12.3,15.7,-3.4,-0.29,-0.36
Divock Origi,be BEL,FW,Liverpool,26,1995,7,133,19,3.9,1.5,0,,0,7,19,11,2.57,11,0,11,7.44,5.88,5.7,0.2,5.5,3.69,2.33
Salah Oulad M'Hand,nl NED,MF,Arsenal,17,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,
Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,27,1993,17,785,46,23,8.7,9,64,0,8,26,12,2.41,15,7,8,0.92,-1.13,18.9,7.5,11.4,1.31,-0.19
Cole Palmer,eng ENG,FWMF,Manchester City,19,2002,4,123,31,3.6,1.4,1,86,0,3,12,20,3,6,0,6,4.39,2.56,4.3,0.5,3.8,2.8,1.23
Emerson Palmieri,it ITA,DF,Chelsea,26,1994,1,5,5,0.1,0.1,0,,0,1,5,0,3,0,0,0,0,-1.13,0,0,0,-0.87,-1.69
