Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Odion Ighalo,ng NGA,FW,Manchester Utd,31,1989,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Kelechi Iheanacho,ng NGA,FW,Leicester City,23,1996,16.2,1,0,0,29,15,9,12,4,9,0,1,0,71,9,43,17.3
Danny Ings,eng ENG,FW,Southampton,28,1992,24.1,1,0,0,27,22,20,24,7,13,0,1,0,109,21,62,25.3
Branislav Ivanović,rs SRB,DF,West Brom,36,1984,8.5,2,0,0,13,4,1,0,3,5,0,0,0,84,19,13,59.4
Alex Iwobi,ng NGA,FWDF,Everton,24,1996,17.1,0,0,0,15,19,0,52,18,21,0,0,0,118,4,8,33.3
José Izquierdo,co COL,DF,Brighton,28,1992,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Phil Jagielka,eng ENG,DF,Sheffield Utd,37,1982,5.8,1,1,0,8,1,0,1,12,4,0,0,1,45,15,10,60
Alireza Jahanbakhsh,ir IRN,FWMF,Brighton,26,1993,5.9,3,0,0,11,5,0,28,7,5,0,0,0,41,4,13,23.5
Daniel James,wls WAL,FW,Manchester Utd,22,1997,10.1,3,0,0,15,22,4,18,10,9,0,0,0,59,6,13,31.6
Reece James,eng ENG,DF,Chelsea,20,1999,26.4,3,0,0,36,21,1,100,41,36,0,1,0,216,36,28,56.3
Alexandre Jankewitz,ch SUI,MF,Southampton,18,2001,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,
Daniel Jebbison,eng ENG,FW,Sheffield Utd,17,2003,3.2,0,0,0,8,4,1,1,3,0,0,0,0,16,5,21,19.2
Gabriel Jesus,br BRA,FW,Manchester City,23,1997,22.9,2,0,0,33,51,17,10,19,13,1,1,0,103,14,62,18.4
Raúl Jiménez,mx MEX,FW,Wolves,29,1991,9.1,0,0,0,9,19,4,3,6,4,0,0,1,45,17,19,47.2
Joelinton,br BRA,FWMF,Newcastle Utd,23,1996,22,3,0,0,35,43,6,14,20,26,1,0,0,135,98,115,46
Ben Johnson,eng ENG,DF,West Ham,20,2000,5.8,1,0,0,7,3,0,14,11,3,0,0,0,44,5,6,45.5
Sam Johnstone,eng ENG,GK,West Brom,27,1993,37,1,0,0,1,5,0,0,0,0,0,1,0,195,0,0,
Curtis Jones,eng ENG,MF,Liverpool,19,2001,13.1,2,0,0,19,18,1,7,17,16,0,0,0,121,12,21,36.4
Jorginho,it ITA,MF,Chelsea,28,1991,22.3,2,0,0,40,36,0,1,51,38,0,1,0,221,16,17,48.5
Willian José,br BRA,FW,Wolves,28,1991,12.3,0,0,0,9,13,2,7,7,2,1,0,0,55,22,30,42.3
Diogo Jota,pt POR,FW,Liverpool,23,1996,12.4,2,0,0,29,22,1,16,8,10,0,0,0,76,14,38,26.9
James Justin,eng ENG,DF,Leicester City,22,1998,23,4,0,0,18,40,3,48,25,28,2,0,0,201,28,44,38.9
Ozan Kabak,tr TUR,DF,Liverpool,20,2000,8.9,3,0,0,13,5,0,0,12,10,0,0,0,83,28,22,56
Aboubakar Kamara,mr MTN,FWDF,Fulham,25,1995,3.5,1,1,0,10,3,0,12,2,2,0,1,0,25,8,7,53.3
Harry Kane,eng ENG,FW,Tottenham,27,1993,34.2,1,0,0,28,70,12,37,15,12,2,0,0,155,90,129,41.1
N'Golo Kanté,fr FRA,MF,Chelsea,29,1991,23.8,7,0,0,50,12,0,8,62,57,0,0,0,284,19,31,38
Moise Kean,it ITA,FW,Everton,20,2000,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,
Michael Keane,eng ENG,DF,Everton,27,1993,33.2,4,0,0,20,9,0,0,43,15,0,0,0,272,125,47,72.7
Neeskens Kebano,cd COD,FWMF,Fulham,28,1992,1.3,0,0,0,3,2,1,4,0,1,0,0,0,7,0,1,0
Naby Keïta,gn GUI,MF,Liverpool,25,1995,5.8,1,0,0,17,6,0,4,12,5,0,0,0,56,5,8,38.5
Caoimhín Kelleher,ie IRL,GK,Liverpool,21,1998,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
Martin Kelly,eng ENG,DF,Crystal Palace,30,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Jonjoe Kenny,eng ENG,DFFW,Everton,23,1997,0.9,0,0,0,0,0,1,3,1,0,0,0,0,8,0,0,
Reda Khadra,de GER,FW,Brighton,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Max Kilman,eng ENG,DF,Wolves,23,1997,14.6,4,0,0,21,5,1,0,18,20,0,1,0,100,23,23,50
Joshua King,no NOR,MFFW,Everton,28,1992,1.6,0,0,0,4,2,3,1,1,1,0,0,0,12,4,6,40
Mateusz Klich,pl POL,MF,Leeds United,30,1990,26.6,6,0,0,50,24,5,37,17,43,0,1,0,267,17,21,44.7
Robin Koch,de GER,DFMF,Leeds United,24,1996,12.6,1,0,0,25,8,0,1,13,18,0,2,0,159,40,25,61.5
Sead Kolašinac,ba BIH,DF,Arsenal,27,1993,1,0,0,0,1,2,0,0,0,0,0,0,0,12,1,1,50
Terence Kongolo,nl NED,DF,Fulham,26,1994,1,0,0,0,1,1,0,1,0,4,0,0,0,8,2,3,40
Ezri Konsa,eng ENG,DF,Aston Villa,22,1997,35.5,3,0,0,22,57,1,2,27,22,0,1,0,289,90,62,59.2
Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,30,1989,34.7,4,0,0,43,20,0,4,38,36,0,0,0,310,94,51,64.8
Mateo Kovačić,hr CRO,MF,Chelsea,26,1994,20.2,4,0,0,21,55,0,6,22,36,0,0,0,158,11,10,52.4
Emil Krafth,se SWE,DF,Newcastle Utd,25,1994,14.3,4,0,0,17,9,1,12,21,16,0,0,0,104,22,22,50
Filip Krovinović,hr CRO,MF,West Brom,24,1995,6.1,0,0,0,10,11,0,5,2,10,0,0,0,70,8,13,38.1
Alexandre Lacazette,fr FRA,FW,Arsenal,29,1991,21.4,3,0,0,41,68,10,4,14,19,1,0,0,99,30,61,33
Adam Lallana,eng ENG,MFFW,Brighton,32,1988,17.7,0,0,0,23,26,3,17,16,26,0,1,0,158,13,32,28.9
Érik Lamela,ar ARG,FWMF,Tottenham,28,1992,8,6,1,1,27,16,0,9,4,11,0,0,0,48,5,17,22.7
Tariq Lamptey,eng ENG,DF,Brighton,19,2000,9.8,4,1,1,21,32,1,30,13,10,2,1,0,83,5,12,29.4
Manuel Lanzini,ar ARG,MFFW,West Ham,27,1993,6.3,1,0,0,7,11,2,2,6,6,0,0,0,67,1,9,10
Aymeric Laporte,es ESP,DF,Manchester City,26,1994,14.9,1,0,0,9,11,2,0,8,6,0,1,0,139,46,18,71.9
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,26,1993,18.1,4,0,0,20,9,0,1,15,12,0,0,0,142,53,20,72.6
Maxime Le Marchand,fr FRA,DF,Fulham,30,1989,1.4,2,0,0,3,1,0,0,0,1,0,0,0,11,4,3,57.1
Mario Lemina,ga GAB,MF,Fulham,26,1993,18.9,5,0,0,38,19,0,5,43,36,1,0,0,191,19,27,41.3
Bernd Leno,de GER,GK,Arsenal,28,1992,34.8,0,1,0,1,5,0,0,0,0,0,0,1,149,0,0,
Khanya Leshabela,za RSA,MF,Leicester City,20,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Jamal Lewis,nir NIR,DF,Newcastle Utd,22,1998,20.4,4,0,0,26,18,1,32,20,26,0,1,0,153,14,18,43.8
Victor Lindelöf,se SWE,DF,Manchester Utd,26,1994,28.7,0,0,0,28,10,1,1,32,16,0,1,0,265,69,36,65.7
Jesse Lingard,eng ENG,MFFW,West Ham,27,1992,15.8,3,0,0,24,35,6,23,7,10,2,0,0,88,0,6,0
Jake Livermore,eng ENG,MF,West Brom,30,1989,13.8,2,1,0,36,7,0,4,19,19,0,0,1,143,18,19,48.6
Diego Llorente,es ESP,DF,Leeds United,26,1993,13.4,1,0,0,24,12,0,2,41,27,0,0,0,117,40,26,60.6
Hugo Lloris,fr FRA,GK,Tottenham,33,1986,38,0,0,0,0,6,0,0,0,0,0,0,0,152,0,0,
Giovani Lo Celso,ar ARG,MF,Tottenham,24,1996,10.5,5,0,0,24,21,0,3,8,23,0,0,0,105,11,18,37.9
Ruben Loftus-Cheek,eng ENG,MFFW,Fulham,24,1996,21.2,3,0,0,36,60,3,13,23,22,1,0,0,134,43,81,34.7
Ruben Loftus-Cheek,eng ENG,FW,Chelsea,24,1996,0.7,0,0,0,1,2,0,0,1,0,0,0,0,5,1,3,25
Kevin Long,ie IRL,DF,Burnley,29,1990,7.1,2,0,0,10,3,0,1,4,8,0,0,0,88,22,21,51.2
Shane Long,ie IRL,FW,Southampton,33,1987,2.3,0,0,0,8,6,3,0,2,0,0,0,0,18,15,14,51.7
Matthew Longstaff,eng ENG,MF,Newcastle Utd,20,2000,4.2,0,0,0,4,5,0,3,6,3,0,0,0,44,6,5,54.5
Sean Longstaff,eng ENG,MF,Newcastle Utd,22,1997,15.7,2,0,0,26,23,0,7,19,21,0,0,0,118,12,15,44.4
Ademola Lookman,ng NGA,FWMF,Fulham,22,1997,30.5,5,0,0,55,67,12,64,25,29,0,0,0,200,7,36,16.3
Max Lowe,eng ENG,DF,Sheffield Utd,23,1997,6.1,1,0,0,11,3,0,17,3,14,0,0,0,43,5,19,20.8
Matthew Lowton,eng ENG,DF,Burnley,31,1989,34,5,0,0,26,15,0,57,55,36,0,0,0,315,38,24,61.3
David Luiz,br BRA,DF,Arsenal,33,1987,15.5,1,1,0,16,7,1,7,12,9,0,0,0,115,30,12,71.4
Douglas Luiz,br BRA,MF,Aston Villa,22,1998,30.9,10,1,1,68,55,0,13,33,43,0,2,0,375,40,43,48.2
John Lundstram,eng ENG,MF,Sheffield Utd,26,1994,22.6,8,1,0,33,24,1,31,21,12,0,0,0,171,18,15,54.5
Alexis Mac Allister,ar ARG,MFFW,Brighton,21,1998,12.4,1,0,0,22,20,0,7,11,18,0,0,0,102,10,24,29.4
James Maddison,eng ENG,MFFW,Leicester City,23,1996,23.3,4,0,0,28,71,5,40,11,27,2,0,0,149,3,18,14.3
Harry Maguire,eng ENG,DF,Manchester Utd,27,1993,33.9,11,0,0,43,36,1,4,61,18,0,0,0,392,145,42,77.5
Riyad Mahrez,dz ALG,FW,Manchester City,29,1991,21.7,0,0,0,18,37,7,60,6,15,0,0,0,123,15,18,45.5
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,22,1997,5.4,0,0,0,6,3,2,4,13,11,1,0,0,44,5,4,55.6
Ainsley Maitland-Niles,eng ENG,MF,West Brom,22,1997,13.7,2,0,0,12,18,0,12,25,14,1,0,0,124,8,22,26.7
Josh Maja,ng NGA,FWMF,Fulham,21,1998,9,0,0,0,10,12,2,0,4,6,0,0,0,41,9,36,20
Sadio Mané,sn SEN,FW,Liverpool,28,1992,31.2,3,0,0,57,84,31,63,15,32,1,0,0,160,28,80,25.9
Javier Manquillo,es ESP,DF,Newcastle Utd,26,1994,9.2,1,0,0,8,7,0,20,8,14,0,0,0,75,17,10,63
Fernando Marçal,br BRA,DF,Wolves,31,1989,6.9,2,0,0,16,4,0,10,8,4,0,0,0,56,9,11,45
Solly March,eng ENG,DF,Brighton,26,1994,18.6,0,0,0,28,26,2,71,19,35,0,1,0,186,17,22,43.6
Pablo Marí,es ESP,DF,Arsenal,26,1993,10,2,0,0,10,5,0,0,5,11,0,1,0,72,29,16,64.4
Anthony Martial,fr FRA,FW,Manchester Utd,24,1995,16.4,0,1,0,19,35,15,12,4,1,4,0,0,62,15,23,39.5
Martinelli,br BRA,FW,Arsenal,19,2001,6.5,0,0,0,8,6,1,14,8,1,0,0,0,33,6,14,30
Emiliano Martínez,ar ARG,GK,Aston Villa,27,1992,38,1,0,0,1,7,0,0,0,0,0,0,0,178,0,0,
Arthur Masuaku,cd COD,DFFW,West Ham,26,1993,11.2,2,0,0,13,10,1,33,6,13,0,1,0,101,10,17,37
Juan Mata,es ESP,FWMF,Manchester Utd,32,1988,5.7,0,0,0,1,6,2,7,2,2,0,0,0,28,1,3,25
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23,1997,2.5,0,0,0,4,1,5,1,1,1,0,0,0,9,13,13,50
Nemanja Matić,rs SRB,MF,Manchester Utd,31,1988,12.3,2,0,0,18,8,0,6,18,15,0,0,0,127,19,8,70.4
Joël Matip,cm CMR,DF,Liverpool,28,1991,7.7,2,0,0,10,6,0,0,4,11,0,0,0,82,24,11,68.6
Neal Maupay,fr FRA,FWMF,Brighton,23,1996,27.9,1,1,0,35,51,12,11,12,18,1,1,0,117,26,68,27.7
James McArthur,sct SCO,MF,Crystal Palace,32,1987,16.3,3,0,0,34,16,0,7,23,26,0,0,0,207,20,20,50
Oliver McBurnie,sct SCO,FW,Sheffield Utd,24,1996,14.7,2,0,0,29,29,4,3,8,7,1,0,0,65,140,119,54.1
Alex McCarthy,eng ENG,GK,Southampton,30,1989,30,2,0,0,0,2,0,0,0,0,0,0,0,130,0,0,
James McCarthy,ie IRL,MF,Crystal Palace,29,1990,9.1,1,0,0,10,8,0,5,8,8,0,0,0,112,7,8,46.7
John McGinn,sct SCO,MF,Aston Villa,25,1994,37,12,0,0,56,94,2,30,45,46,1,0,0,304,27,50,35.1
David McGoldrick,ie IRL,FWMF,Sheffield Utd,32,1987,26.6,7,0,0,54,43,17,24,12,16,0,0,0,146,94,133,41.4
Dwight McNeil,eng ENG,MF,Burnley,20,1999,34.1,1,0,0,13,46,2,114,38,22,0,0,0,272,22,30,42.3
Scott McTominay,sct SCO,MF,Manchester Utd,23,1996,23.7,3,0,0,51,48,1,9,51,29,0,0,0,215,49,34,59
Ben Mee,eng ENG,DF,Burnley,30,1989,29.9,3,0,0,23,20,1,1,35,24,0,0,0,338,128,57,69.2
Hannibal Mejbri,tn TUN,MF,Manchester Utd,17,2003,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Benjamin Mendy,fr FRA,DF,Manchester City,26,1994,10.6,2,0,0,15,2,1,26,6,10,0,1,0,81,11,13,45.8
Edouard Mendy,sn SEN,GK,Chelsea,28,1992,30.5,2,0,0,1,3,0,0,0,0,0,1,0,118,0,1,0
Nampalys Mendy,sn SEN,MF,Leicester City,28,1992,16.2,5,0,0,26,40,0,0,9,22,0,0,0,199,12,17,41.4
Illan Meslier,fr FRA,GK,Leeds United,20,2000,35,0,0,0,1,9,0,0,0,0,0,1,1,173,0,0,
Luka Milivojević,rs SRB,MF,Crystal Palace,29,1991,26.2,8,1,0,48,33,0,15,44,44,0,0,0,270,33,23,58.9
James Milner,eng ENG,MFDF,Liverpool,34,1986,11.9,3,0,0,20,13,0,17,16,14,0,0,0,141,25,14,64.1
Yerry Mina,co COL,DF,Everton,25,1994,21.5,2,0,0,22,11,0,0,13,12,0,0,0,168,68,27,71.6
Takumi Minamino,jp JPN,MFFW,Liverpool,25,1995,3.3,0,0,0,6,4,1,3,0,3,0,0,0,21,3,2,60
Takumi Minamino,jp JPN,MFFW,Southampton,25,1995,7.9,1,0,0,7,13,1,7,8,2,0,0,0,62,4,11,26.7
Tyrone Mings,eng ENG,DF,Aston Villa,27,1993,35.5,6,1,1,22,22,3,2,38,18,0,0,1,370,109,35,75.7
Tyrick Mitchell,eng ENG,DF,Crystal Palace,20,1999,19,1,0,0,9,11,0,22,30,29,0,1,0,123,16,13,55.2
Aleksandar Mitrović,rs SRB,FW,Fulham,25,1994,15.6,3,0,0,23,28,3,8,3,9,0,1,0,55,68,76,47.2
Jakub Moder,pl POL,DFMF,Brighton,21,1999,7.2,0,0,0,14,6,2,13,8,8,0,0,0,47,6,12,33.3
Jayson Molumby,ie IRL,MF,Brighton,20,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Wesley Moraes,br BRA,MFFW,Aston Villa,23,1996,0.2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0
Wes Morgan,jm JAM,DF,Leicester City,36,1984,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Mason Mount,eng ENG,MFFW,Chelsea,21,1999,32.1,2,0,0,62,51,4,65,36,44,2,0,0,244,21,52,28.8
Lucas Moura,br BRA,FWMF,Tottenham,27,1992,15.7,1,0,0,28,58,3,11,20,22,0,0,0,128,26,42,38.2
Lys Mousset,fr FRA,FWMF,Sheffield Utd,24,1996,3.3,0,0,0,8,2,5,0,0,0,0,0,0,12,1,20,4.8
João Moutinho,pt POR,MF,Wolves,33,1986,28.1,5,1,1,52,30,0,43,39,46,0,1,0,279,20,24,45.5
Joel Mumbongo,se SWE,FW,Burnley,21,1999,0.4,1,0,0,2,1,1,0,0,0,0,0,0,1,0,3,0
Jacob Murphy,eng ENG,DFMF,Newcastle Utd,25,1995,18.1,3,0,0,26,31,2,38,20,35,0,0,0,108,5,19,20.8
Shkodran Mustafi,de GER,DF,Arsenal,28,1992,0.5,0,0,0,1,0,0,0,0,1,0,0,0,5,2,0,100
Marvelous Nakamba,zw ZIM,MF,Aston Villa,26,1994,8.3,3,0,0,8,12,0,1,11,14,0,0,0,68,8,8,50
Iliman Ndiaye,sn SEN,MF,Sheffield Utd,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wilfred Ndidi,ng NGA,MFDF,Leicester City,23,1996,24.2,6,0,0,59,20,0,3,62,73,0,1,0,300,51,35,59.3
Tanguy Ndombele,fr FRA,MF,Tottenham,23,1996,23.2,3,0,0,33,83,0,8,30,32,0,0,0,206,14,19,42.4
Reiss Nelson,eng ENG,FW,Arsenal,20,1999,0.8,0,0,0,2,1,0,4,1,0,0,0,0,4,0,0,
Pedro Neto,pt POR,FWMF,Wolves,20,2000,28.3,4,0,0,31,53,4,127,29,18,0,0,0,151,20,39,33.9
Rúben Neves,pt POR,MF,Wolves,23,1997,29.7,8,0,0,58,19,0,17,46,66,0,0,0,329,27,22,55.1
Eddie Nketiah,eng ENG,FW,Arsenal,21,1999,4.7,0,0,0,11,12,0,4,1,3,0,0,0,12,3,18,14.3
Niels Nkounkou,fr FRA,DFFW,Everton,19,2000,0.9,1,0,0,1,0,0,2,0,0,0,0,0,4,0,0,
Dan Nlundulu,eng ENG,FW,Southampton,21,1999,1.2,0,0,0,6,0,1,0,0,0,0,0,0,6,6,5,54.5
Mark Noble,eng ENG,MF,West Ham,33,1987,7.9,1,0,0,12,11,1,4,11,5,0,0,0,77,7,2,77.8
Will Norris,eng ENG,GK,Burnley,26,1993,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
Oliver Norwood,nir NIR,MF,Sheffield Utd,29,1991,24.7,6,0,0,47,13,0,40,40,29,0,0,0,263,17,23,42.5
Jack O'Connell,eng ENG,DF,Sheffield Utd,26,1994,2,0,0,0,1,0,1,1,0,1,0,0,0,21,5,10,33.3
Dara O'Shea,ie IRL,DF,West Brom,21,1999,23.4,3,0,0,17,18,0,8,39,30,0,1,0,213,72,42,63.2
Michael Obafemi,ie IRL,FW,Southampton,20,2000,0.7,0,0,0,1,3,0,1,1,1,0,0,0,3,0,3,0
Martin Ødegaard,no NOR,MF,Arsenal,21,1998,9.6,0,0,0,4,13,1,12,5,5,0,0,0,56,1,14,6.7
Denis Odoi,gh GHA,DF,Fulham,32,1988,3,1,0,0,8,5,1,4,1,0,0,0,0,35,7,6,53.8
Angelo Ogbonna,it ITA,DF,West Ham,32,1988,27.7,5,0,0,30,11,1,3,27,20,0,0,0,227,77,36,68.1
Robin Olsen,se SWE,GK,Everton,30,1990,7,1,0,0,0,1,0,0,0,0,0,0,0,22,0,0,
Josh Onomah,eng ENG,MF,Fulham,23,1997,4.2,1,0,0,16,0,0,1,3,5,0,0,0,34,4,7,36.4
Divock Origi,be BEL,FW,Liverpool,25,1995,2.1,0,0,0,0,2,0,3,1,4,0,0,0,15,3,8,27.3
Ben Osborn,eng ENG,MFDF,Sheffield Utd,25,1994,17.8,1,0,0,16,17,4,46,16,16,0,0,0,150,13,22,37.1
Owen Otasowie,us USA,MFFW,Wolves,19,2001,2.1,1,0,0,4,7,0,0,3,5,0,0,0,18,8,8,50
Alex Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,26,1993,2.8,0,0,0,2,1,0,1,1,1,0,0,0,33,2,4,33.3
Emerson Palmieri,it ITA,DF,Chelsea,25,1994,1,0,0,0,3,0,0,1,1,2,0,0,0,11,3,0,100
Thomas Partey,gh GHA,MF,Arsenal,27,1993,17,5,0,0,24,23,0,2,26,30,0,0,0,198,22,21,51.2
Rui Patrício,pt POR,GK,Wolves,32,1988,37,1,0,0,0,1,0,0,0,0,0,0,0,143,0,0,
Bailey Peacock-Farrell,nir NIR,GK,Burnley,23,1996,4,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,
Lee Peltier,eng ENG,DF,West Brom,33,1986,2.5,1,0,0,6,0,0,2,2,7,0,0,0,16,6,2,75
Nicolas Pépé,ci CIV,FW,Arsenal,25,1995,18,1,1,0,16,34,4,35,18,16,0,0,0,103,35,32,52.2
Matheus Pereira,pt POR,MFFW,West Brom,24,1996,28.6,2,1,0,46,57,14,58,29,20,1,0,0,204,15,50,23.1
Ricardo Pereira,pt POR,DF,Leicester City,26,1993,10.7,3,0,0,18,11,1,15,16,18,0,0,0,88,11,13,45.8
Ayoze Pérez,es ESP,MFFW,Leicester City,27,1993,14.8,2,0,0,38,31,7,18,19,15,0,0,0,94,9,41,18
Kalvin Phillips,eng ENG,MF,Leeds United,24,1995,27,10,0,0,63,36,0,25,49,44,0,0,0,325,31,35,47
Matt Phillips,sct SCO,MFFW,West Brom,29,1991,20.3,1,0,0,30,10,8,52,19,14,0,0,0,150,15,46,24.6
Nathaniel Phillips,eng ENG,DF,Liverpool,23,1997,16.2,2,0,0,26,12,0,2,29,12,0,0,0,184,103,39,72.5
Jaden Philogene Bidace,eng ENG,FW,Aston Villa,18,2002,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
Jordan Pickford,eng ENG,GK,Everton,26,1994,30.5,1,0,0,1,4,0,0,0,0,0,1,0,160,0,0,
Erik Pieters,nl NED,DFMF,Burnley,31,1988,14.1,1,0,0,33,23,1,15,10,27,1,0,1,129,20,12,62.5
Daniel Podence,pt POR,MFFW,Wolves,24,1995,18.5,3,0,0,15,34,5,28,15,7,0,0,0,113,8,21,27.6
Paul Pogba,fr FRA,MFFW,Manchester Utd,27,1993,21.1,3,0,0,51,55,4,24,25,26,2,2,0,210,55,38,59.1
Nick Pope,eng ENG,GK,Burnley,28,1992,32,1,0,0,2,5,0,0,1,0,0,2,0,164,0,1,0
Dennis Praet,be BEL,MFFW,Leicester City,26,1994,8,0,0,0,15,4,0,18,9,7,0,0,0,62,5,11,31.3
Davy Pröpper,nl NED,MF,Brighton,28,1991,2.4,0,0,0,1,0,0,2,2,5,0,0,0,12,3,4,42.9
Christian Pulisic,us USA,FWMF,Chelsea,21,1998,19.3,2,0,0,18,44,5,31,9,17,0,0,0,120,21,48,30.4
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22,1998,38,1,0,0,1,7,0,0,0,0,0,1,0,183,0,0,
Jacob Ramsey,eng ENG,MFFW,Aston Villa,19,2001,7,0,0,0,18,12,2,7,6,7,0,0,0,54,5,17,22.7
Kayne Ramsey,eng ENG,DF,Southampton,19,2000,1,1,0,0,1,0,0,0,1,3,0,0,0,6,1,1,50
Darren Randolph,ie IRL,GK,West Ham,33,1987,3,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,
Raphinha,br BRA,MF,Leeds United,23,1996,26.2,3,0,0,22,39,15,75,31,19,0,0,0,159,12,38,24
Marcus Rashford,eng ENG,FW,Manchester Utd,22,1997,32.4,4,0,0,25,56,27,43,10,10,2,0,0,142,23,22,51.1
Tim Ream,us USA,DF,Fulham,32,1987,7,0,0,0,4,0,0,0,4,4,0,0,0,63,11,9,55
Nathan Redmond,eng ENG,MFFW,Southampton,26,1994,19.3,1,0,0,37,21,4,34,18,17,0,1,0,121,11,37,22.9
Harrison Reed,eng ENG,MF,Fulham,25,1995,25,5,0,0,50,29,1,13,54,42,0,0,0,329,28,28,50
Sergio Reguilón,es ESP,DF,Tottenham,23,1996,24.9,5,0,0,30,28,1,59,35,27,1,1,1,215,30,31,49.2
Bobby Reid,jm JAM,MFDF,Fulham,27,1993,26.4,7,0,0,43,24,4,35,17,20,1,0,0,157,26,41,38.8
Declan Rice,eng ENG,MF,West Ham,21,1999,32,2,0,0,26,19,1,29,68,53,0,1,0,315,47,29,61.8
Lewis Richardson,eng ENG,FWMF,Burnley,17,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Richarlison,br BRA,FW,Everton,23,1997,31.8,4,1,0,36,81,25,23,20,30,1,0,0,186,42,81,34.1
Jaïro Riedewald,nl NED,MF,Crystal Palace,23,1996,20.2,4,0,0,25,9,0,5,24,21,0,0,0,160,14,15,48.3
Matt Ritchie,sct SCO,DFMF,Newcastle Utd,30,1989,15,2,0,0,14,20,1,59,23,9,1,0,1,103,15,21,41.7
Tyler Roberts,wls WAL,MFFW,Leeds United,21,1999,14.9,3,0,0,27,34,9,9,9,8,0,0,0,100,20,24,45.5
Andrew Robertson,sct SCO,DF,Liverpool,26,1994,37.6,2,0,0,23,17,8,147,34,28,0,1,0,380,39,27,59.1
Antonee Robinson,us USA,DF,Fulham,22,1997,24,4,1,0,21,15,1,93,44,27,0,0,0,219,39,28,58.2
Callum Robinson,ie IRL,FWMF,West Brom,25,1995,17.3,0,0,0,6,21,8,35,14,7,2,0,0,104,13,50,20.6
Jack Robinson,eng ENG,DF,Sheffield Utd,26,1993,9.7,3,0,0,11,7,0,11,17,10,1,1,0,91,28,24,53.8
Hal Robson-Kanu,wls WAL,FWMF,West Brom,31,1989,6.2,2,0,0,16,12,4,3,4,3,0,0,0,26,7,29,19.4
Marek Rodák,sk SVK,GK,Fulham,23,1996,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
Joe Rodon,wls WAL,DF,Tottenham,22,1997,8.1,0,0,0,3,9,1,0,13,9,0,0,0,73,24,11,68.6
Rodri,es ESP,MF,Manchester City,24,1996,30.5,6,0,0,57,38,3,12,40,60,0,0,0,417,91,28,76.5
Rodrigo,es ESP,MFFW,Leeds United,29,1991,14.3,3,0,0,24,17,3,20,9,13,0,1,0,101,25,34,42.4
James Rodríguez,co COL,FWMF,Everton,29,1991,19.6,4,0,0,21,54,6,35,16,14,1,0,0,141,5,15,25
Jay Rodriguez,eng ENG,FWMF,Burnley,31,1989,14.1,3,0,0,39,20,15,4,4,14,0,0,0,69,46,85,35.1
Oriol Romeu,es ESP,MF,Southampton,28,1991,19.6,6,0,0,40,28,0,5,27,35,0,0,0,279,35,28,55.6
John Ruddy,eng ENG,GK,Wolves,33,1986,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,
Antonio Rüdiger,de GER,DF,Chelsea,27,1993,19,0,0,0,17,13,1,1,15,18,0,0,1,162,50,16,75.8
Mathew Ryan,au AUS,GK,Arsenal,28,1992,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0
Mathew Ryan,au AUS,GK,Brighton,28,1992,11,1,0,0,1,0,0,0,0,0,0,1,0,42,0,0,
Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,23,1997,17.3,0,0,0,10,54,5,21,9,11,0,1,0,100,5,13,27.8
Romain Saïss,ma MAR,DF,Wolves,30,1990,26.7,2,0,0,33,12,1,17,39,18,0,2,0,219,89,53,62.7
Bukayo Saka,eng ENG,FWDF,Arsenal,18,2001,28.4,1,0,0,29,75,15,82,27,19,1,0,1,176,15,43,25.9
