Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Conor Gallagher,eng ENG,MF,West Brom,20,2000,28.1,2,29,7,24.1,1.03,0.25,0.07,0.29,20.7,0,0,0,1.8,1.8,0.06,0.2,0.2
Eric García,es ESP,DF,Manchester City,19,2001,4.3,0,2,0,0,0.47,0,0,,22.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Dwight Gayle,eng ENG,FWMF,Newcastle Utd,29,1990,5.7,1,16,6,37.5,2.8,1.05,0.06,0.17,10.2,1,0,0,2,2,0.13,-1,-1
Jean-Philippe Gbamin,ci CIV,MF,Everton,24,1995,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
David de Gea,es ESP,GK,Manchester Utd,29,1990,25.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Anwar El Ghazi,nl NED,FW,Aston Villa,25,1995,17.9,10,60,26,43.3,3.35,1.45,0.1,0.23,20.5,6,4,4,8.1,5.1,0.08,1.9,0.9
Kieran Gibbs,eng ENG,DF,West Brom,30,1989,9,0,1,0,0,0.11,0,0,,12.1,0,0,0,0,0,0.05,0,0
Morgan Gibbs-White,eng ENG,MFFW,Wolves,20,2000,4.6,1,9,3,33.3,1.96,0.65,0.11,0.33,20.1,0,0,0,1,1,0.11,0,0
Billy Gilmour,sct SCO,MF,Chelsea,19,2001,2.9,0,1,0,0,0.34,0,0,,20,0,0,0,0,0,0.04,0,0
Olivier Giroud,fr FRA,FW,Chelsea,33,1986,8.3,4,29,10,34.5,3.49,1.2,0.14,0.4,10.8,0,0,0,4.8,4.8,0.17,-0.8,-0.8
Ben Godfrey,eng ENG,DF,Everton,22,1998,29.8,0,14,2,14.3,0.47,0.07,0,0,15.1,0,0,0,0.9,0.9,0.06,-0.9,-0.9
André Gomes,pt POR,MF,Everton,27,1993,17.4,0,14,3,21.4,0.8,0.17,0,0,25,0,0,0,0.5,0.5,0.03,-0.5,-0.5
Joe Gomez,eng ENG,DF,Liverpool,23,1997,6.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Anthony Gordon,eng ENG,FWMF,Everton,19,2001,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Karlan Grant,eng ENG,FWMF,West Brom,22,1997,12.5,1,16,9,56.3,1.28,0.72,0.06,0.11,15,1,0,0,2.1,2.1,0.13,-1.1,-1.1
Demarai Gray,eng ENG,FW,Leicester City,24,1996,0.2,0,1,0,0,4.74,0,0,,26,1,0,0,0.1,0.1,0.09,-0.1,-0.1
Jack Grealish,eng ENG,FWMF,Aston Villa,24,1995,24.3,6,49,17,34.7,2.02,0.7,0.12,0.35,16.8,2,0,0,4.3,4.3,0.09,1.7,1.7
Mason Greenwood,eng ENG,FW,Manchester Utd,18,2001,20.2,7,67,23,34.3,3.31,1.14,0.1,0.3,16.4,0,0,0,7.4,7.4,0.11,-0.4,-0.4
Kamil Grosicki,pl POL,FWMF,West Brom,32,1988,1.6,0,3,0,0,1.82,0,0,,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Pascal Groß,de GER,MFDF,Brighton,29,1991,27.6,3,28,4,14.3,1.01,0.14,0,0,20.9,6,3,4,5.6,2.5,0.09,-2.6,-2.5
Vicente Guaita,es ESP,GK,Crystal Palace,33,1987,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
İlkay Gündoğan,de GER,MF,Manchester City,29,1990,22.5,13,52,21,40.4,2.31,0.93,0.23,0.57,16.5,4,1,2,9,7.5,0.14,4,4.5
Antwoine Hackford,eng ENG,FWDF,Sheffield Utd,16,2004,0.1,0,1,0,0,8.18,0,0,,12.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1
Sébastien Haller,ci CIV,FW,West Ham,26,1994,10.4,3,25,11,44,2.4,1.06,0.12,0.27,9.5,0,0,0,2.9,2.9,0.12,0.1,0.1
Rekeem Harper,eng ENG,MF,West Brom,20,2000,0.4,0,1,1,100,2.81,2.81,0,0,23,0,0,0,0,0,0.04,0,0
Jack Harrison,eng ENG,MF,Leeds United,23,1996,31.6,8,47,19,40.4,1.49,0.6,0.17,0.42,15.3,1,0,0,6.6,6.6,0.14,1.4,1.4
Kortney Hause,eng ENG,DF,Aston Villa,25,1995,7,1,5,1,20,0.71,0.14,0.2,1,7.4,0,0,0,1.2,1.2,0.24,-0.2,-0.2
Kai Havertz,de GER,MFFW,Chelsea,21,1999,16.9,4,35,15,42.9,2.07,0.89,0.11,0.27,12.3,0,0,0,6.3,6.3,0.18,-2.3,-2.3
Isaac Hayden,eng ENG,MFDF,Newcastle Utd,25,1995,21.6,0,13,2,15.4,0.6,0.09,0,0,20.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Michael Hector,jm JAM,DF,Fulham,28,1992,2.9,0,1,0,0,0.34,0,0,,10,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Ahmed Hegazi,eg EGY,DF,West Brom,29,1991,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Dean Henderson,eng ENG,GK,Manchester Utd,23,1997,12.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jordan Henderson,eng ENG,MFDF,Liverpool,30,1990,18.9,1,14,4,28.6,0.74,0.21,0.07,0.25,17.6,0,0,0,1.7,1.7,0.12,-0.7,-0.7
Jeff Hendrick,ie IRL,MF,Newcastle Utd,28,1992,15.8,2,11,2,18.2,0.7,0.13,0.18,1,17.6,0,0,0,1.1,1.1,0.1,0.9,0.9
Pablo Hernández,es ESP,MFFW,Leeds United,35,1985,4.7,0,15,3,20,3.16,0.63,0,0,18,0,0,0,1.2,1.2,0.08,-1.2,-1.2
Son Heung-min,kr KOR,FW,Tottenham,28,1992,34.6,17,68,35,51.5,1.97,1.01,0.24,0.46,17,1,1,1,10.3,9.5,0.14,6.7,6.5
Ki-Jana Hoever,nl NED,DF,Wolves,18,2002,6.4,0,1,0,0,0.16,0,0,,18.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Pierre Højbjerg,dk DEN,MF,Tottenham,24,1995,38,2,14,7,50,0.37,0.18,0.14,0.29,22.7,0,0,0,1.1,1.1,0.08,0.9,0.9
Rob Holding,eng ENG,DF,Arsenal,24,1995,28.4,0,14,2,14.3,0.49,0.07,0,0,12.2,0,0,0,1.1,1.1,0.08,-1.1,-1.1
Mason Holgate,eng ENG,DF,Everton,23,1996,25.4,1,5,3,60,0.2,0.12,0.2,0.33,11.7,0,0,0,0.8,0.8,0.16,0.2,0.2
Conor Hourihane,ie IRL,MF,Aston Villa,29,1991,2.5,1,5,2,40,2,0.8,0.2,0.5,21.3,1,0,0,0.5,0.5,0.1,0.5,0.5
Callum Hudson-Odoi,eng ENG,FWDF,Chelsea,19,2000,11.8,2,23,6,26.1,1.95,0.51,0.09,0.33,19.1,0,0,0,1.4,1.4,0.06,0.6,0.6
Niall Huggins,wls WAL,DF,Leeds United,19,2000,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Odion Ighalo,ng NGA,FW,Manchester Utd,31,1989,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Kelechi Iheanacho,ng NGA,FW,Leicester City,23,1996,16.2,12,58,25,43.1,3.58,1.54,0.21,0.48,17.1,1,0,1,7.8,7,0.12,4.2,5
Danny Ings,eng ENG,FW,Southampton,28,1992,24.1,12,55,24,43.6,2.28,0.99,0.18,0.42,15,0,2,2,8.3,6.7,0.12,3.7,3.3
Branislav Ivanović,rs SRB,DF,West Brom,36,1984,8.5,0,4,1,25,0.47,0.12,0,0,6.5,0,0,0,0.6,0.6,0.15,-0.6,-0.6
Alex Iwobi,ng NGA,FWDF,Everton,24,1996,17.1,1,15,3,20,0.88,0.18,0.07,0.33,18.6,0,0,0,1.1,1.1,0.07,-0.1,-0.1
José Izquierdo,co COL,DF,Brighton,28,1992,0.1,0,1,1,100,10,10,0,0,32,0,0,0,0,0,0.01,0,0
Phil Jagielka,eng ENG,DF,Sheffield Utd,37,1982,5.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Alireza Jahanbakhsh,ir IRN,FWMF,Brighton,26,1993,5.9,0,19,3,15.8,3.24,0.51,0,0,18.1,0,0,0,1.6,1.6,0.09,-1.6,-1.6
Daniel James,wls WAL,FW,Manchester Utd,22,1997,10.1,3,17,6,35.3,1.68,0.59,0.18,0.5,16.7,0,0,0,2.3,2.3,0.14,0.7,0.7
Reece James,eng ENG,DF,Chelsea,20,1999,26.4,1,36,12,33.3,1.37,0.46,0.03,0.08,21,4,0,0,1.6,1.6,0.04,-0.6,-0.6
Alexandre Jankewitz,ch SUI,MF,Southampton,18,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Daniel Jebbison,eng ENG,FW,Sheffield Utd,17,2003,3.2,1,4,2,50,1.27,0.63,0.25,0.5,11.1,0,0,0,1.6,1.6,0.41,-0.6,-0.6
Gabriel Jesus,br BRA,FW,Manchester City,23,1997,22.9,9,54,16,29.6,2.36,0.7,0.17,0.56,12.9,0,0,0,8.8,8.8,0.16,0.2,0.2
Raúl Jiménez,mx MEX,FW,Wolves,29,1991,9.1,4,26,10,38.5,2.84,1.09,0.15,0.4,15.4,0,0,0,2.4,2.4,0.09,1.6,1.6
Joelinton,br BRA,FWMF,Newcastle Utd,23,1996,22,4,45,19,42.2,2.04,0.86,0.07,0.16,14.4,0,1,1,6.1,5.3,0.12,-2.1,-2.3
Ben Johnson,eng ENG,DF,West Ham,20,2000,5.8,1,3,1,33.3,0.52,0.17,0.33,1,20.9,0,0,0,0.4,0.4,0.12,0.6,0.6
Sam Johnstone,eng ENG,GK,West Brom,27,1993,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Curtis Jones,eng ENG,MF,Liverpool,19,2001,13.1,1,19,8,42.1,1.45,0.61,0.05,0.13,18.7,0,0,0,1.4,1.4,0.07,-0.4,-0.4
Jorginho,it ITA,MF,Chelsea,28,1991,22.3,7,6,0,0,0.27,0,0,,39.5,0,7,9,7,0.1,0.02,0,-0.1
Willian José,br BRA,FW,Wolves,28,1991,12.3,1,19,6,31.6,1.54,0.49,0.05,0.17,13.8,0,0,0,1.9,1.9,0.1,-0.9,-0.9
Diogo Jota,pt POR,FW,Liverpool,23,1996,12.4,9,46,26,56.5,3.72,2.1,0.2,0.35,13.7,0,0,0,6.6,6.6,0.14,2.4,2.4
James Justin,eng ENG,DF,Leicester City,22,1998,23,2,10,3,30,0.43,0.13,0.2,0.67,14.9,0,0,0,1.6,1.6,0.16,0.4,0.4
Ozan Kabak,tr TUR,DF,Liverpool,20,2000,8.9,0,1,0,0,0.11,0,0,,4.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Aboubakar Kamara,mr MTN,FWDF,Fulham,25,1995,3.5,0,4,2,50,1.14,0.57,0,0,20.7,0,0,0,0.4,0.4,0.1,-0.4,-0.4
Harry Kane,eng ENG,FW,Tottenham,27,1993,34.2,23,134,47,35.1,3.91,1.37,0.14,0.4,17.7,14,4,4,20.5,17.5,0.13,2.5,1.5
N'Golo Kanté,fr FRA,MF,Chelsea,29,1991,23.8,0,10,3,30,0.42,0.13,0,0,19.5,0,0,0,0.9,0.9,0.09,-0.9,-0.9
Moise Kean,it ITA,FW,Everton,20,2000,0.2,0,1,0,0,6,0,0,,23.1,0,0,0,0,0,0.03,0,0
Michael Keane,eng ENG,DF,Everton,27,1993,33.2,3,16,6,37.5,0.48,0.18,0.19,0.5,11.1,0,0,0,1.2,1.2,0.08,1.8,1.8
Neeskens Kebano,cd COD,FWMF,Fulham,28,1992,1.3,0,6,0,0,4.54,0,0,,18.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3
Naby Keïta,gn GUI,MF,Liverpool,25,1995,5.8,0,9,2,22.2,1.56,0.35,0,0,19.5,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Caoimhín Kelleher,ie IRL,GK,Liverpool,21,1998,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Martin Kelly,eng ENG,DF,Crystal Palace,30,1990,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jonjoe Kenny,eng ENG,DFFW,Everton,23,1997,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Reda Khadra,de GER,FW,Brighton,19,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Max Kilman,eng ENG,DF,Wolves,23,1997,14.6,0,6,2,33.3,0.41,0.14,0,0,11.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Joshua King,no NOR,MFFW,Everton,28,1992,1.6,0,3,1,33.3,1.82,0.61,0,0,12.4,0,0,0,0.8,0.8,0.27,-0.8,-0.8
Mateusz Klich,pl POL,MF,Leeds United,30,1990,26.6,4,34,10,29.4,1.28,0.38,0.06,0.2,22,0,2,2,3.3,1.8,0.05,0.7,0.2
Robin Koch,de GER,DFMF,Leeds United,24,1996,12.6,0,9,2,22.2,0.72,0.16,0,0,10.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Sead Kolašinac,ba BIH,DF,Arsenal,27,1993,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Terence Kongolo,nl NED,DF,Fulham,26,1994,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ezri Konsa,eng ENG,DF,Aston Villa,22,1997,35.5,2,22,7,31.8,0.62,0.2,0.09,0.29,8.6,0,0,0,2.1,2.1,0.1,-0.1,-0.1
Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,30,1989,34.7,1,7,2,28.6,0.2,0.06,0.14,0.5,9.6,0,0,0,0.8,0.8,0.11,0.2,0.2
Mateo Kovačić,hr CRO,MF,Chelsea,26,1994,20.2,0,23,4,17.4,1.14,0.2,0,0,22.9,0,0,0,1,1,0.04,-1,-1
Emil Krafth,se SWE,DF,Newcastle Utd,25,1994,14.3,1,7,3,42.9,0.49,0.21,0.14,0.33,22.7,0,0,0,0.2,0.2,0.02,0.8,0.8
Filip Krovinović,hr CRO,MF,West Brom,24,1995,6.1,0,8,2,25,1.32,0.33,0,0,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Alexandre Lacazette,fr FRA,FW,Arsenal,29,1991,21.4,13,43,25,58.1,2.01,1.17,0.23,0.4,14.2,3,3,3,9.7,7.4,0.17,3.3,2.6
Adam Lallana,eng ENG,MFFW,Brighton,32,1988,17.7,1,22,4,18.2,1.24,0.23,0.05,0.25,16.3,0,0,0,2.4,2.4,0.11,-1.4,-1.4
Érik Lamela,ar ARG,FWMF,Tottenham,28,1992,8,1,22,9,40.9,2.76,1.13,0.05,0.11,19.1,4,0,0,1.4,1.4,0.07,-0.4,-0.4
Tariq Lamptey,eng ENG,DF,Brighton,19,2000,9.8,1,6,2,33.3,0.61,0.2,0.17,0.5,12.1,0,0,0,0.6,0.6,0.09,0.4,0.4
Manuel Lanzini,ar ARG,MFFW,West Ham,27,1993,6.3,1,12,3,25,1.91,0.48,0.08,0.33,17.2,1,0,0,1.2,1.2,0.1,-0.2,-0.2
Aymeric Laporte,es ESP,DF,Manchester City,26,1994,14.9,0,6,1,16.7,0.4,0.07,0,0,11.4,0,0,0,0.8,0.8,0.13,-0.8,-0.8
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,26,1993,18.1,2,15,3,20,0.83,0.17,0.13,0.67,9.5,0,0,0,1,1,0.07,1,1
Maxime Le Marchand,fr FRA,DF,Fulham,30,1989,1.4,0,1,0,0,0.73,0,0,,33,0,0,0,0,0,0.01,0,0
Mario Lemina,ga GAB,MF,Fulham,26,1993,18.9,1,18,2,11.1,0.95,0.11,0.06,0.5,23.6,0,0,0,0.9,0.9,0.05,0.1,0.1
Bernd Leno,de GER,GK,Arsenal,28,1992,34.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Khanya Leshabela,za RSA,MF,Leicester City,20,1999,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jamal Lewis,nir NIR,DF,Newcastle Utd,22,1998,20.4,0,3,1,33.3,0.15,0.05,0,0,18.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Victor Lindelöf,se SWE,DF,Manchester Utd,26,1994,28.7,1,4,1,25,0.14,0.03,0.25,1,5.9,0,0,0,0.7,0.7,0.17,0.3,0.3
Jesse Lingard,eng ENG,MFFW,West Ham,27,1992,15.8,9,40,20,50,2.53,1.27,0.2,0.4,20.9,1,1,2,5.1,3.4,0.09,3.9,4.6
Jake Livermore,eng ENG,MF,West Brom,30,1989,13.8,0,5,0,0,0.36,0,0,,19.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Diego Llorente,es ESP,DF,Leeds United,26,1993,13.4,1,8,3,37.5,0.6,0.22,0.13,0.33,16.4,0,0,0,0.7,0.7,0.09,0.3,0.3
Hugo Lloris,fr FRA,GK,Tottenham,33,1986,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Giovani Lo Celso,ar ARG,MF,Tottenham,24,1996,10.5,1,15,5,33.3,1.43,0.48,0.07,0.2,17.8,1,0,0,1.2,1.2,0.08,-0.2,-0.2
Ruben Loftus-Cheek,eng ENG,MFFW,Fulham,24,1996,21.2,1,37,8,21.6,1.74,0.38,0.03,0.13,15.1,0,0,0,3.1,3.1,0.08,-2.1,-2.1
Ruben Loftus-Cheek,eng ENG,FW,Chelsea,24,1996,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Kevin Long,ie IRL,DF,Burnley,29,1990,7.1,0,2,0,0,0.28,0,0,,8.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Shane Long,ie IRL,FW,Southampton,33,1987,2.3,0,2,1,50,0.86,0.43,0,0,19.1,0,0,0,0,0,0.02,0,0
Matthew Longstaff,eng ENG,MF,Newcastle Utd,20,2000,4.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Sean Longstaff,eng ENG,MF,Newcastle Utd,22,1997,15.7,0,15,5,33.3,0.96,0.32,0,0,18.7,1,0,0,1.4,1.4,0.09,-1.4,-1.4
Ademola Lookman,ng NGA,FWMF,Fulham,22,1997,30.5,4,68,21,30.9,2.23,0.69,0.06,0.19,17.1,3,0,1,5.5,4.8,0.07,-1.5,-0.8
Max Lowe,eng ENG,DF,Sheffield Utd,23,1997,6.1,0,2,1,50,0.33,0.16,0,0,23,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Matthew Lowton,eng ENG,DF,Burnley,31,1989,34,1,21,4,19,0.62,0.12,0.05,0.25,23.9,0,0,0,0.7,0.7,0.03,0.3,0.3
David Luiz,br BRA,DF,Arsenal,33,1987,15.5,1,15,2,13.3,0.97,0.13,0.07,0.5,17.5,3,0,0,0.9,0.9,0.06,0.1,0.1
Douglas Luiz,br BRA,MF,Aston Villa,22,1998,30.9,0,26,7,26.9,0.84,0.23,0,0,22.4,1,0,0,1.5,1.5,0.06,-1.5,-1.5
John Lundstram,eng ENG,MF,Sheffield Utd,26,1994,22.6,0,19,4,21.1,0.84,0.18,0,0,23.2,1,0,1,2,1.3,0.07,-2,-1.3
Alexis Mac Allister,ar ARG,MFFW,Brighton,21,1998,12.4,1,26,3,11.5,2.1,0.24,0.04,0.33,21.4,1,0,0,1.1,1.1,0.04,-0.1,-0.1
James Maddison,eng ENG,MFFW,Leicester City,23,1996,23.3,8,74,24,32.4,3.17,1.03,0.11,0.33,23.9,13,0,0,4.4,4.4,0.06,3.6,3.6
Harry Maguire,eng ENG,DF,Manchester Utd,27,1993,33.9,2,36,9,25,1.06,0.27,0.06,0.22,11.1,0,0,0,2.1,2.1,0.06,-0.1,-0.1
Riyad Mahrez,dz ALG,FW,Manchester City,29,1991,21.7,9,58,22,37.9,2.68,1.02,0.16,0.41,16.5,3,0,0,5.6,5.6,0.1,3.4,3.4
Ainsley Maitland-Niles,eng ENG,DF,Arsenal,22,1997,5.4,0,2,1,50,0.37,0.18,0,0,20.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Ainsley Maitland-Niles,eng ENG,MF,West Brom,22,1997,13.7,0,10,3,30,0.73,0.22,0,0,22.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Josh Maja,ng NGA,FWMF,Fulham,21,1998,9,3,20,7,35,2.22,0.78,0.1,0.29,14,0,1,1,4.8,4,0.2,-1.8,-2
Sadio Mané,sn SEN,FW,Liverpool,28,1992,31.2,11,93,35,37.6,2.98,1.12,0.12,0.31,12.8,0,0,0,15.2,15.2,0.16,-4.2,-4.2
Javier Manquillo,es ESP,DF,Newcastle Utd,26,1994,9.2,0,1,0,0,0.11,0,0,,22.8,0,0,0,0,0,0.02,0,0
Fernando Marçal,br BRA,DF,Wolves,31,1989,6.9,0,2,0,0,0.29,0,0,,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Solly March,eng ENG,DF,Brighton,26,1994,18.6,2,22,4,18.2,1.18,0.22,0.09,0.5,17.3,1,0,0,1.7,1.7,0.08,0.3,0.3
Pablo Marí,es ESP,DF,Arsenal,26,1993,10,0,2,0,0,0.2,0,0,,21.3,0,0,0,0,0,0.02,0,0
Anthony Martial,fr FRA,FW,Manchester Utd,24,1995,16.4,4,43,21,48.8,2.61,1.28,0.09,0.19,14.1,0,0,0,6.5,6.5,0.15,-2.5,-2.5
Martinelli,br BRA,FW,Arsenal,19,2001,6.5,2,20,8,40,3.06,1.22,0.1,0.25,13.1,0,0,0,3.4,3.4,0.17,-1.4,-1.4
Emiliano Martínez,ar ARG,GK,Aston Villa,27,1992,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Arthur Masuaku,cd COD,DFFW,West Ham,26,1993,11.2,0,6,2,33.3,0.54,0.18,0,0,21.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Juan Mata,es ESP,FWMF,Manchester Utd,32,1988,5.7,1,4,3,75,0.71,0.53,0,0,20.6,0,1,1,1.1,0.3,0.08,-0.1,-0.3
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23,1997,2.5,1,4,2,50,1.63,0.81,0.25,0.5,11.9,0,0,0,0.2,0.2,0.05,0.8,0.8
Nemanja Matić,rs SRB,MF,Manchester Utd,31,1988,12.3,0,6,3,50,0.49,0.24,0,0,21.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Joël Matip,cm CMR,DF,Liverpool,28,1991,7.7,1,5,2,40,0.65,0.26,0.2,0.5,6.8,0,0,0,0.6,0.6,0.13,0.4,0.4
Neal Maupay,fr FRA,FWMF,Brighton,23,1996,27.9,8,67,22,32.8,2.4,0.79,0.07,0.23,14.2,0,3,4,13,9.9,0.15,-5,-4.9
James McArthur,sct SCO,MF,Crystal Palace,32,1987,16.3,0,6,0,0,0.37,0,0,,19.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Oliver McBurnie,sct SCO,FW,Sheffield Utd,24,1996,14.7,1,30,12,40,2.04,0.82,0.03,0.08,11.4,0,0,0,3.1,3.1,0.1,-2.1,-2.1
Alex McCarthy,eng ENG,GK,Southampton,30,1989,30,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
James McCarthy,ie IRL,MF,Crystal Palace,29,1990,9.1,0,1,0,0,0.11,0,0,,28,0,0,0,0,0,0.01,0,0
John McGinn,sct SCO,MF,Aston Villa,25,1994,37,3,46,11,23.9,1.24,0.3,0.07,0.27,22.1,0,0,0,2.2,2.2,0.05,0.8,0.8
David McGoldrick,ie IRL,FWMF,Sheffield Utd,32,1987,26.6,8,72,24,33.3,2.7,0.9,0.11,0.33,17.3,1,0,0,6.9,6.9,0.1,1.1,1.1
Dwight McNeil,eng ENG,MF,Burnley,20,1999,34.1,2,26,9,34.6,0.76,0.26,0.08,0.22,21.9,1,0,0,1.1,1.1,0.04,0.9,0.9
Scott McTominay,sct SCO,MF,Manchester Utd,23,1996,23.7,4,26,7,26.9,1.1,0.3,0.15,0.57,16.1,0,0,0,2.1,2.1,0.08,1.9,1.9
Ben Mee,eng ENG,DF,Burnley,30,1989,29.9,2,22,6,27.3,0.74,0.2,0.09,0.33,9.9,0,0,0,1.6,1.6,0.07,0.4,0.4
Hannibal Mejbri,tn TUN,MF,Manchester Utd,17,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Benjamin Mendy,fr FRA,DF,Manchester City,26,1994,10.6,2,6,2,33.3,0.57,0.19,0.33,1,16.5,0,0,0,0.4,0.4,0.07,1.6,1.6
Edouard Mendy,sn SEN,GK,Chelsea,28,1992,30.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Nampalys Mendy,sn SEN,MF,Leicester City,28,1992,16.2,0,4,2,50,0.25,0.12,0,0,26,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Illan Meslier,fr FRA,GK,Leeds United,20,2000,35,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Luka Milivojević,rs SRB,MF,Crystal Palace,29,1991,26.2,1,17,5,29.4,0.65,0.19,0,0,27,7,1,2,2.3,0.8,0.05,-1.3,-0.8
James Milner,eng ENG,MFDF,Liverpool,34,1986,11.9,0,12,3,25,1.01,0.25,0,0,22.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Yerry Mina,co COL,DF,Everton,25,1994,21.5,2,17,4,23.5,0.79,0.19,0.12,0.5,10.2,0,0,0,1.3,1.3,0.08,0.7,0.7
Takumi Minamino,jp JPN,MFFW,Liverpool,25,1995,3.3,1,7,3,42.9,2.15,0.92,0.14,0.33,16.4,0,0,0,0.7,0.7,0.09,0.3,0.3
Takumi Minamino,jp JPN,MFFW,Southampton,25,1995,7.9,2,13,4,30.8,1.65,0.51,0.15,0.5,17.5,0,0,0,1.2,1.2,0.09,0.8,0.8
Tyrone Mings,eng ENG,DF,Aston Villa,27,1993,35.5,2,19,7,36.8,0.54,0.2,0.11,0.29,8.8,0,0,0,1.9,1.9,0.1,0.1,0.1
Tyrick Mitchell,eng ENG,DF,Crystal Palace,20,1999,19,1,2,2,100,0.11,0.11,0.5,0.5,8.1,0,0,0,0.4,0.4,0.21,0.6,0.6
Aleksandar Mitrović,rs SRB,FW,Fulham,25,1994,15.6,3,56,17,30.4,3.59,1.09,0.04,0.12,14.9,1,1,2,6.5,5,0.09,-3.5,-3
Jakub Moder,pl POL,DFMF,Brighton,21,1999,7.2,0,13,3,23.1,1.81,0.42,0,0,17.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Jayson Molumby,ie IRL,MF,Brighton,20,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Wesley Moraes,br BRA,MFFW,Aston Villa,23,1996,0.2,0,1,1,100,5,5,0,0,12.6,0,0,0,0,0,0.02,0,0
Wes Morgan,jm JAM,DF,Leicester City,36,1984,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mason Mount,eng ENG,MFFW,Chelsea,21,1999,32.1,6,82,26,31.7,2.55,0.81,0.06,0.19,20.5,7,1,1,6.8,6,0.07,-0.8,-1
Lucas Moura,br BRA,FWMF,Tottenham,27,1992,15.7,3,18,6,33.3,1.15,0.38,0.17,0.5,15.3,0,0,0,2.2,2.2,0.12,0.8,0.8
Lys Mousset,fr FRA,FWMF,Sheffield Utd,24,1996,3.3,0,4,2,50,1.22,0.61,0,0,16.5,0,0,0,0.7,0.7,0.18,-0.7,-0.7
João Moutinho,pt POR,MF,Wolves,33,1986,28.1,1,15,4,26.7,0.53,0.14,0.07,0.25,22.3,1,0,0,0.7,0.7,0.04,0.3,0.3
Joel Mumbongo,se SWE,FW,Burnley,21,1999,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
